rm_name,rm_type,lat,lng,source,beds,alt_name
ग्रेसल्याण्ड मोन्टेस्सोरी र डे केयर,school,27.7462,85.3409,OSM infrastructure,,
रिपु मर्दिनी सैनिक माध्यमिक विधालय,school,27.7472,85.3447,OSM infrastructure,,
मुलबेरी,school,27.7437,85.3447,OSM infrastructure,,
साउथवेस्टर्न स्टेट विद्यालय,school,27.7393,85.3255,OSM infrastructure,,
All Nepal Hospital,hospital,27.7360,85.3176,OSM + Healthsites,,
आकाश दीप विद्यालय,school,27.7224,85.3854,OSM infrastructure,,
balbatika school,school,27.7230,85.3802,OSM infrastructure,,
बाला बटिका अन्तर्राष्ट्रिय विद्यालय,school,27.7390,85.3035,OSM infrastructure,,
राष्ट्रिय नमूना माध्यमिक विद्यालय,school,27.7406,85.3036,OSM infrastructure,,
"वत्सल्या प्राकृतिक आईवीएफ, फर्टिलिटी क्लिनिक",hospital,27.7156,85.3253,OSM infrastructure,,
युनिकेयर बाल स्कूल,school,27.7331,85.3716,OSM infrastructure,,
आधारशिला विद्यालय,school,27.7329,85.3728,OSM infrastructure,,
Melamchi hospital,hospital,27.8271,85.5736,OSM + Healthsites,,
Sita Basic School,school,27.7915,85.7043,OSM infrastructure,,
Singhadevi Basic School,school,27.7107,85.7591,OSM infrastructure,,
Siddhi Kalamadevi Secondary School,school,27.7753,85.6967,OSM infrastructure,,
Shree Setidevi Secondary School,school,27.8102,85.6926,OSM infrastructure,,
Shree Setidevi Panchkanya Child Development Centre School,school,27.8227,85.7204,OSM infrastructure,,
Shree Saraswati Basic School,school,27.8244,85.7130,OSM infrastructure,,
Shree Mangala Bhairab Basic School,school,27.8313,85.6883,OSM infrastructure,,
Shree Kalika Devi High School,school,27.7786,85.7401,OSM infrastructure,,
Shree Badshala Basic School,school,27.7805,85.7527,OSM infrastructure,,
Shree Baal Sudhar Basic school,school,27.7617,85.7238,OSM infrastructure,,
Setidevi Basic School,school,27.7302,85.7633,OSM infrastructure,,
Setidevi Basic School,school,27.8106,85.7288,OSM infrastructure,,
Setidevi Basic School,school,27.7393,85.7386,OSM infrastructure,,
Samaj Bikash Basic School,school,27.8161,85.7279,OSM infrastructure,,
Saat Kanya Basic School,school,27.8199,85.6966,OSM infrastructure,,
Rameshori Basic School,school,27.7984,85.7259,OSM infrastructure,,
Mahakali Setidevi Basic School,school,27.7570,85.7432,OSM infrastructure,,
Laliguransh Basic School,school,27.7073,85.7530,OSM infrastructure,,
Jugal Boarding High School,school,27.7757,85.7141,OSM infrastructure,,
Jugal Basic School,school,27.8014,85.7557,OSM infrastructure,,
Jhamaladevi Basic School,school,27.7062,85.6747,OSM infrastructure,,
Jana Kalyan Basic School,school,27.7061,85.7017,OSM infrastructure,,
Jana Jagriti Primary School,school,27.7714,85.7563,OSM infrastructure,,
Jana Chetana Basic School,school,27.7543,85.6855,OSM infrastructure,,
Irkhu Secondary School,school,27.7496,85.7476,OSM infrastructure,,
Golmadevi Secondary School,school,27.7249,85.7533,OSM infrastructure,,
Dinesh Ramji PolyTechnical School,school,27.7716,85.7255,OSM infrastructure,,
Chilaune Basic School,school,27.7520,85.7632,OSM infrastructure,,
Bright Vision English Boarding School,school,27.7197,85.6896,OSM infrastructure,,
Betrishwori Basic School,school,27.8126,85.7071,OSM infrastructure,,
Batase Basic School,school,27.8084,85.7546,OSM infrastructure,,
Bajhreshori Basic School,school,27.8065,85.7501,OSM infrastructure,,
Baghishori Basic School,school,27.7935,85.6844,OSM infrastructure,,
Baag Bhairab Basic School,school,27.7436,85.6849,OSM infrastructure,,
Chautara Hospital Sindhupalchok,hospital,27.7805,85.7112,OSM + Healthsites,,
District Community Eye Center,hospital,27.7798,85.7115,OSM + Healthsites,,
बेर्शेबा राष्ट्रिय एकेडेमी,school,27.7079,85.2663,OSM infrastructure,,
नागार्जुन भ्याली स्कुल,school,27.7331,85.2868,OSM infrastructure,,
रेडियन्ट माध्यामिक विद्यालय,school,27.7016,85.2756,OSM infrastructure,,
ज्ञानकुञ्‍ज विद्या मन्दिर,school,27.7004,85.2733,OSM infrastructure,,
प्याराडाइज इङ्गलिस आवासिय स्कुल,school,27.7342,85.2894,OSM infrastructure,,
सभ्यता पाठशाला,school,27.7339,85.2837,OSM infrastructure,,
चेतना सदन माध्यामिक विद्यालय,school,27.7288,85.2878,OSM infrastructure,,
विश्व दृष्टि विद्वान एकेडेमी,school,27.7276,85.2872,OSM infrastructure,,
स्वातिश्री गुरुकुल विद्यालय,school,27.7247,85.2849,OSM infrastructure,,
एन्जल्स होम एकेडेमी,school,27.7005,85.2799,OSM infrastructure,,
टाइम्स प्राथमिक विद्यालय,school,27.7075,85.2799,OSM infrastructure,,
प्रातिभा वर्ल्ड इङ्लिस स्कुल,school,27.7049,85.2654,OSM infrastructure,,
DI Skin Hospital And Referral Center,hospital,27.7501,85.3450,OSM infrastructure,,
नयाँ ईरा एकेडेमी,school,27.7427,85.3054,OSM infrastructure,,
सोमलता पतंजलि आयुर्वेद केन्द्र प्रा.लि,hospital,27.7057,85.3229,OSM + Healthsites,,
गार्डन अफ बड्स प्रि स्कूल,school,27.7071,85.3226,OSM infrastructure,,
जेभियर अन्तर्राष्ट्रिय विद्यालय,school,27.7166,85.3501,OSM infrastructure,,
समता अस्पताल,hospital,27.7165,85.3572,OSM + Healthsites,,
काठमाडौँ न्यूरो एण्ड जनरल अस्पताल,hospital,27.7060,85.3180,OSM + Healthsites,,
काठमाडौं ईएनटी हस्पिटल प्रा. लि,hospital,27.7033,85.3184,OSM + Healthsites,,
अध्यायन विद्यालय,school,27.7367,85.3193,OSM infrastructure,,
ज्ञान संस्कार अन्तर्राष्ट्रिय विद्यालय,school,27.7360,85.3179,OSM infrastructure,,
किंगडम हिमालय माध्यमिक आवसीय विद्यालय,school,27.7385,85.3235,OSM infrastructure,,
अल नेपाल अस्पताल,hospital,27.7359,85.3177,OSM + Healthsites,,
ग्रिनल्याण्ड जुनियर विंग,school,27.7466,85.3232,OSM infrastructure,,
रोना इन्टरनेशनल एकेडेमी,school,27.7485,85.3202,OSM infrastructure,,
आयानस अस्पताल,hospital,27.7635,85.3307,OSM + Healthsites,,
Divine School,school,27.7682,85.3312,OSM infrastructure,,
बिष्णुमती आवासिय माध्यमिक विद्यालय,school,27.7361,85.3084,OSM infrastructure,,
सुवेनियर बोर्डिङ स्कुल,school,27.7463,85.3268,OSM infrastructure,,
तिलिङ्गटार उच्च माध्यमिक विद्यालय,school,27.7464,85.3304,OSM infrastructure,,
,school,27.7456,85.3330,OSM infrastructure,,
टोखा चन्देश्वरी अस्पताल,hospital,27.7702,85.3295,OSM + Healthsites,,
नेपाल अाखा अस्पताल,hospital,27.7687,85.3302,OSM + Healthsites,,
The White Mountain School,school,27.7685,85.3301,OSM infrastructure,,
Asia Pacific School,school,27.8016,85.3278,OSM infrastructure,,
काठमाडौं युरो स्कुल,school,27.7469,85.3178,OSM infrastructure,,
चिल्ड्रेन हेभन स्कुल,school,27.7492,85.3160,OSM infrastructure,,
New Malashree English School,school,27.7601,85.3181,OSM infrastructure,,
North Pole Kids Academy,school,27.7584,85.3173,OSM infrastructure,,
प्यारामाउन्ट एकेडेमी,school,27.7479,85.3195,OSM infrastructure,,
,school,27.7574,85.3197,OSM infrastructure,,
श्री धापासी माध्यमिक विद्यालय,school,27.7497,85.3384,OSM infrastructure,,
इशान बाल तथा महिला अस्पताल,hospital,27.7481,85.3369,OSM + Healthsites,,
फ्लोरेसेंट माध्यमिक विद्यालय,school,27.7452,85.3179,OSM infrastructure,,
थर्ड आँखा एकेडेमी,school,27.7396,85.3155,OSM infrastructure,,
,school,27.7404,85.3118,OSM infrastructure,,
JB School,school,27.7564,85.3326,OSM infrastructure,,
Pragyan Academy,school,27.7579,85.3224,OSM infrastructure,,
Pragyan Academy,school,27.7564,85.3208,OSM infrastructure,,
पञ्चायन आकाशीय विद्यालय,school,27.7405,85.3260,OSM infrastructure,,
ओलम्पस स्कुल,school,27.7472,85.3362,OSM infrastructure,,
Shree Nepal Rashtriya Basic School,school,28.1421,85.3600,OSM infrastructure,,
कल्पना स्वास्थ्य सेवा केन्द्र,hospital,27.7670,85.3006,OSM + Healthsites,,
अलिफ स्वास्थ सेवा केन्द्र,hospital,27.7617,85.3178,OSM + Healthsites,,
,hospital,27.7216,85.3810,OSM + Healthsites,,
,school,27.7304,85.3560,OSM infrastructure,,
,school,27.7300,85.3546,OSM infrastructure,,
अक्षरिका स्कुल,school,27.7072,85.3840,OSM infrastructure,,
बाल सृजनालय माध्यमिक विद्यालय,school,27.7231,85.3802,OSM infrastructure,,
जनकनाथ स्मृति माध्यमिक बिद्यालय,school,27.7183,85.3137,OSM infrastructure,,
श्री शान्ति बिध्यागृह माध्यमिक विद्यालय,school,27.7180,85.3137,OSM infrastructure,,
लेट मी इन,hospital,27.7373,85.3338,OSM + Healthsites,,
बागमती बोर्डिङ स्कुल,school,27.7276,85.3464,OSM infrastructure,,
ओम हस्पिटल एण्ड रिसर्च सेन्टर प्रा. लि,hospital,27.7214,85.3448,OSM + Healthsites,,
Shree Mahendra Secondary School,school,27.8696,85.2145,OSM infrastructure,,
Shree Kakani Ganesh Lower Secondary School,school,27.8141,85.2685,OSM infrastructure,,
Shree Kakani Ganesh Lower Sec.,school,27.8143,85.2681,OSM infrastructure,,
ओरिसन मेडिकल हल,hospital,27.7072,85.3790,OSM + Healthsites,,
दिर्गजीवन मेडिकल हल,hospital,27.7067,85.3790,OSM + Healthsites,,
कोरियन भाषा केन्द्र,school,27.7058,85.3705,OSM infrastructure,,
,school,27.7074,85.3776,OSM infrastructure,,
कोपिला किड्स एकेडेमी,school,27.7092,85.3714,OSM infrastructure,,
प्रदेश मन्टेश्वरी स्कुल,school,27.7034,85.3776,OSM infrastructure,,
आधारभूत स्वास्थ्य केन्द्र,hospital,27.7072,85.3794,OSM + Healthsites,,
,school,27.7011,85.3777,OSM infrastructure,,
शिव्या प्री विद्यालय,school,27.7005,85.3841,OSM infrastructure,,
Sanjivani Hospital,hospital,27.8993,85.1461,OSM + Healthsites,,
Shree Langtang Snow View Secondary School,school,27.8328,85.2402,OSM infrastructure,,
नवशिक्षा निकेतन आधारभूत विद्यालय,school,27.9873,85.4401,OSM infrastructure,,
स्वास्थ्य चौकी,hospital,27.9765,85.4402,OSM + Healthsites,,
रेड पाण्डा बालज्योती आधारभूत विद्यालय,school,27.9794,85.4298,OSM infrastructure,,
सुर्यमती आधारभूत विद्यालय,school,27.9643,85.4216,OSM infrastructure,,
जानकी आधारभूत विद्यालय,school,27.9898,85.4518,OSM infrastructure,,
मङ्गलदेवी आधारभूत विद्यालय,school,27.9738,85.4075,OSM infrastructure,,
इन्द्रेनी आधारभूत विद्यालय,school,28.0008,85.4465,OSM infrastructure,,
श्री घ्याङ्फेदी माध्यामिक विद्यालय,school,27.9755,85.4400,OSM infrastructure,,
बालकुमारी स्वास्थ्य चौकी,hospital,27.9113,85.3918,OSM + Healthsites,,
शिखरबेंसी स्वास्थ्य चौकी,hospital,27.9617,85.3951,OSM + Healthsites,,
,school,27.7023,85.3857,OSM infrastructure,,
Kathmandu Meridian School,school,27.7393,85.3440,OSM infrastructure,,
,school,27.7391,85.2885,OSM infrastructure,,
Sano Madad Sigi Rasp Memorial School,school,28.2162,85.5122,OSM infrastructure,,
,school,27.7798,85.3581,OSM infrastructure,,
,dam,27.9223,85.3478,OSM infrastructure,,
Jeevan Jyoti Secondary School,school,27.7474,85.3064,OSM infrastructure,,
Hemawateshwor Ved Vidhyashram (Gurukul),school,27.9188,85.2950,OSM infrastructure,,
Holi Garden Boarding High School,school,27.7328,85.3049,OSM infrastructure,,
,school,27.7319,85.5300,OSM infrastructure,,
Stupa community hospital,hospital,27.7203,85.3512,OSM + Healthsites,,
Deerwalk Sifal School,school,27.7119,85.3419,OSM infrastructure,,
Golfutar Eye Hospital,hospital,27.7515,85.3457,OSM + Healthsites,,
Manichud Payul Ling Monastery school,school,27.7608,85.4697,OSM infrastructure,,
भ्याली अस्पताल (पुतलीसडक),hospital,27.7052,85.3232,OSM + Healthsites,,
Derma Clinic,hospital,27.7385,85.3264,OSM + Healthsites,,
,hospital,27.7503,85.3453,OSM + Healthsites,,DI Skin Hospital And Referral Center
Pineridge Academy,school,27.7349,85.3540,OSM infrastructure,,
National Trauma Center,hospital,27.7043,85.3131,OSM infrastructure,,
Tindhara Pathshala,school,27.7096,85.3175,OSM infrastructure,,
त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल,airport,27.6937,85.3591,OSM infrastructure,,
Tilganga Institute of Opthalmology,hospital,27.7054,85.3507,OSM infrastructure,,
Kent Public School,school,27.7198,85.5231,OSM infrastructure,,
Shree Baluwa Secondary School,school,27.7240,85.5421,OSM infrastructure,,
Ayurveda Hospital,hospital,27.7078,85.3054,OSM infrastructure,,
Jaljala Shishu Sadan Secondary School,school,27.7087,85.3051,OSM infrastructure,,
Nava Adarsha Secondary School,school,27.7036,85.3067,OSM infrastructure,,
Shree Chanda Devi Primary and Secondary School,school,27.8621,85.1810,OSM infrastructure,,
Ram Janaki Primary School,school,27.8533,85.1904,OSM infrastructure,,
Shree Shakti Primary and High Secondary School,school,27.8677,85.1945,OSM infrastructure,,
Upendra Devkota Memorial - National Institute of Neurological and Allied Sciences,hospital,27.7487,85.3460,OSM infrastructure,,
Shahid Gangalal National Heart Centre,hospital,27.7458,85.3436,OSM infrastructure,,
Kaasthamandap Vidhyalaya,school,27.7354,85.3477,OSM infrastructure,,
NIBS School,school,27.7368,85.3485,OSM infrastructure,,
Malpi International College,school,27.7240,85.3280,OSM infrastructure,,
,school,27.7366,85.3495,OSM infrastructure,,
Lumbini Beginner's Academy,school,27.7345,85.3458,OSM infrastructure,,
Edmund English School,school,27.7332,85.3449,OSM infrastructure,,
Malpi Primary School,school,27.7171,85.3268,OSM infrastructure,,
Mount Gaurishankar School,school,27.7221,85.3282,OSM infrastructure,,
BioMed Hospital,hospital,27.7227,85.3311,OSM infrastructure,,
Shaheed Shukra Secondary School,school,27.7035,85.3188,OSM infrastructure,,
Shri Mahankal Janajagarit H.S. School,school,27.7487,85.3490,OSM infrastructure,,
Blossom Co-ed Academy,school,27.7478,85.3490,OSM infrastructure,,
Samye Memorial Buddist Vihara,school,27.7400,85.3440,OSM infrastructure,,
Phoenix College,school,27.7042,85.3322,OSM infrastructure,,
Shiradi Sai Academy,school,27.7269,85.3343,OSM infrastructure,,
Arunima Higher Secondary School,school,27.7169,85.3587,OSM infrastructure,,
Samata School,school,27.7170,85.3609,OSM infrastructure,,
ManMohan Cardiothoracic Vascular & Transplant Center,hospital,27.7358,85.3287,OSM infrastructure,,
Budhanilakantha School,school,27.7815,85.3596,OSM infrastructure,,
Ekita International School,school,27.7300,85.3359,OSM infrastructure,,
NIIT Kathmandu Center,school,27.7095,85.3149,OSM infrastructure,,
जन प्रसासन केन्द्रिय विभाग,school,27.7095,85.3152,OSM infrastructure,,
Shree Rani Bari Lower Secondary School,school,27.7273,85.3210,OSM infrastructure,,
Shree Tangal Higher Secondary School,school,27.7162,85.3319,OSM infrastructure,,
St. Davis Academy,school,27.7312,85.3489,OSM infrastructure,,
Om Hospital and Research Center,hospital,27.7213,85.3449,OSM infrastructure,,
Wendy's House,school,27.7225,85.3332,OSM infrastructure,,
The Spangle Boarding School,school,27.7022,85.3262,OSM infrastructure,,
Mount Gauri Shankar School,school,27.7217,85.3282,OSM infrastructure,,
Nepal Pathfinder Co-ed School,school,27.7028,85.3458,OSM infrastructure,,
Mahendra Rastriya Higher Secondary School,school,27.7249,85.3311,OSM infrastructure,,
Anapuram Vidya Sadan Elementary School,school,27.7198,85.3238,OSM infrastructure,,
