dt,lon,lat,percent_change
2026-08-27_0000,85.396729,27.809927,637.79
2026-08-27_0000,85.001221,27.82936,-35.24
2026-08-27_0000,84.957275,27.82936,-57.43
2026-08-27_0000,85.177002,27.887639,-14.51
2026-08-27_0000,85.57251,27.926474,35.13
2026-08-27_0000,85.506592,27.887639,19.19
2026-08-27_0000,85.286865,28.101058,-40.32
2026-08-27_0000,85.57251,27.751607,12.22
2026-08-27_0000,85.286865,27.926474,-23.22
2026-08-27_0000,85.57251,27.73216,12.88
2026-08-27_0000,85.814209,27.71271,14.45
2026-08-27_0000,84.957275,27.790491,-52.57
2026-08-27_0000,85.286865,28.120438,-50.79
2026-08-27_0000,85.24292,27.887639,-37.19
2026-08-27_0000,84.957275,28.004101,-16.7
2026-08-27_0000,85.528564,27.907058,13.14
2026-08-27_0000,85.264893,27.926474,-42.0
2026-08-27_0000,85.023193,27.82936,-47.86
2026-08-27_0000,84.91333,27.790491,-63.49
2026-08-27_0000,85.155029,27.926474,-72.05
2026-08-27_0000,85.726318,27.809927,16.37
2026-08-27_0000,85.133057,27.926474,-63.7
2026-08-27_0000,85.133057,27.868216,-29.67
2026-08-27_0000,85.638428,27.790491,10.7
2026-08-27_0000,84.957275,27.868216,-13.83
2026-08-27_0000,85.111084,27.868216,-65.93
2026-08-27_0000,85.155029,27.84879,-20.86
2026-08-27_0000,85.57251,28.217289,37.02
2026-08-27_0000,85.198975,27.790491,14.53
2026-08-27_0000,85.023193,27.809927,-19.37
2026-08-27_0000,85.155029,27.887639,-12.15
2026-08-27_0000,85.330811,27.926474,-19.67
2026-08-27_0000,85.770264,27.84879,25.03
2026-08-27_0000,85.352783,27.84879,-31.88
2026-08-27_0000,85.023193,27.751607,10.57
2026-08-27_0000,85.001221,28.062286,-46.07
2026-08-27_0000,85.24292,27.809927,11.45
2026-08-27_0000,85.220947,27.907058,-45.53
2026-08-27_0000,85.6604,27.771051,10.48
2026-08-27_0000,85.726318,27.73216,13.14
2026-08-27_0000,85.198975,27.907058,-32.13
2026-08-27_0000,85.484619,27.809927,21.98
2026-08-27_0000,85.836182,27.771051,11.31
2026-08-27_0000,85.6604,27.887639,18.16
2026-08-27_0000,85.264893,27.868216,-23.5
2026-08-27_0000,85.045166,27.82936,-31.15
2026-08-27_0000,85.6604,27.71271,14.91
2026-08-27_0000,85.089111,27.84879,-77.23
2026-08-27_0000,85.045166,27.84879,-72.08
2026-08-27_0000,85.177002,27.926474,-54.28
2026-08-27_0000,85.045166,28.159189,-19.69
2026-08-27_0000,84.91333,28.0235,33.45
2026-08-27_0000,85.220947,27.809927,11.77
2026-08-27_0000,85.638428,27.868216,14.4
2026-08-27_0000,85.770264,27.868216,-26.34
2026-08-27_0000,85.308838,27.887639,-21.22
2026-08-27_0000,85.748291,27.868216,20.93
2026-08-27_0000,85.550537,27.751607,10.67
2026-08-27_0000,85.264893,27.809927,11.42
2026-08-27_0000,85.57251,27.790491,15.49
2026-08-27_0000,85.330811,27.84879,-23.83
2026-08-27_0000,85.528564,27.926474,10.2
2026-08-27_0000,85.682373,27.71271,14.41
2026-08-27_0000,85.220947,27.887639,-13.6
2026-08-27_0000,85.352783,27.868216,-39.98
2026-08-27_0000,85.198975,27.945886,-77.03
2026-08-27_0000,85.220947,27.945886,-74.86
2026-08-27_0000,85.440674,27.82936,-12.86
2026-08-27_0000,85.089111,27.868216,-75.03
2026-08-27_0000,85.770264,27.771051,16.56
2026-08-27_0000,84.957275,27.809927,-63.92
2026-08-27_0000,85.374756,27.926474,10.3
2026-08-27_0000,85.133057,27.907058,-16.29
2026-08-27_0000,85.792236,27.965294,11.34
2026-08-27_0000,84.957275,28.0235,-10.22
2026-08-27_0000,85.770264,27.907058,-13.53
2026-08-27_0000,85.286865,27.809927,22.37
2026-08-27_0000,85.550537,27.790491,19.0
2026-08-27_0000,85.6604,27.82936,21.37
2026-08-27_0000,85.198975,27.868216,-12.15
2026-08-27_0000,85.836182,27.71271,24.3
2026-08-27_0000,85.308838,28.178559,-63.45
2026-08-27_0000,85.506592,27.926474,24.9
2026-08-27_0000,85.023193,27.73216,10.77
2026-08-27_0000,85.111084,27.84879,-68.82
2026-08-27_0000,84.979248,27.887639,-23.65
2026-08-27_0000,85.550537,27.945886,10.33
2026-08-27_0000,85.198975,27.84879,-14.39
2026-08-27_0000,84.979248,27.790491,-10.11
2026-08-27_0000,85.308838,27.926474,-22.02
2026-08-27_0000,85.155029,27.945886,-81.85
2026-08-27_0000,85.638428,27.926474,39.22
2026-08-27_0000,85.001221,27.751607,19.67
2026-08-27_0000,85.286865,27.945886,-30.76
2026-08-27_0000,85.089111,27.907058,-57.48
2026-08-27_0000,85.57251,27.771051,20.22
2026-08-27_0000,85.770264,27.790491,21.64
2026-08-27_0000,85.506592,27.868216,11.19
2026-08-27_0000,85.308838,27.868216,-15.99
2026-08-27_0000,85.023193,27.771051,14.84
2026-08-27_0000,85.616455,27.907058,16.5
2026-08-27_0000,85.792236,27.809927,24.39
2026-08-27_0000,85.352783,27.887639,-25.19
2026-08-27_0000,85.330811,27.868216,-31.71
2026-08-27_0000,85.792236,27.771051,17.57
2026-08-27_0000,85.155029,27.868216,-13.57
2026-08-27_0000,85.111084,27.945886,-77.99
2026-08-27_0000,85.704346,27.73216,14.16
2026-08-27_0000,85.308838,28.120438,-63.63
2026-08-27_0800,85.396729,27.926474,11.06
2026-08-27_0800,85.264893,27.907058,-14.5
2026-08-27_0800,85.528564,27.868216,17.01
2026-08-27_0800,85.133057,27.84879,-32.16
2026-08-27_0800,85.616455,27.73216,-17.66
2026-08-27_0800,85.111084,27.907058,-31.78
2026-08-27_0800,85.682373,27.790491,-18.15
2026-08-27_0800,85.748291,27.71271,11.77
2026-08-27_0800,85.111084,27.926474,-51.15
2026-08-27_0800,85.704346,27.790491,-15.04
2026-08-27_0800,85.133057,27.945886,-73.31
2026-08-27_0800,85.220947,27.84879,-17.81
2026-08-27_0800,84.935303,27.790491,-57.57
2026-08-27_0800,85.6604,27.9847,13.68
2026-08-27_0800,85.594482,27.82936,-20.27
2026-08-27_0800,85.792236,27.790491,-10.79
2026-08-27_0800,84.957275,27.809927,-35.09
2026-08-27_0800,85.308838,28.101058,-55.66
2026-08-27_0800,85.836182,27.71271,14.6
2026-08-27_0800,85.198975,27.84879,10.67
2026-08-27_0800,85.067139,27.84879,-49.99
2026-08-27_0800,85.177002,27.945886,-72.69
2026-08-27_0800,84.91333,27.868216,10.96
2026-08-27_0800,85.638428,27.751607,-18.83
2026-08-27_0800,85.023193,27.790491,-11.3
2026-08-27_0800,85.528564,27.71271,-13.74
2026-08-27_0800,85.111084,27.84879,-68.07
2026-08-27_0800,84.957275,27.790491,-28.32
2026-08-27_0800,85.24292,27.887639,-30.75
2026-08-27_0800,85.220947,27.82936,16.17
2026-08-27_0800,85.264893,27.926474,-24.61
2026-08-27_0800,85.023193,27.82936,-55.4
2026-08-27_0800,84.91333,27.790491,-43.65
2026-08-27_0800,85.155029,27.926474,-70.02
2026-08-27_0800,85.726318,27.809927,10.33
2026-08-27_0800,85.792236,27.82936,-16.47
2026-08-27_0800,85.111084,27.887639,-35.44
2026-08-27_0800,85.24292,27.926474,-24.17
2026-08-27_0800,85.550537,27.751607,-10.94
2026-08-27_0800,85.286865,27.809927,25.44
2026-08-27_0800,85.198975,27.790491,10.36
2026-08-27_0800,85.023193,27.809927,-33.13
2026-08-27_0800,85.704346,27.771051,-19.17
2026-08-27_0800,85.616455,27.751607,-16.96
2026-08-27_0800,85.133057,27.926474,-60.15
2026-08-27_0800,85.286865,28.120438,-29.23
2026-08-27_0800,85.286865,27.926474,-15.71
2026-08-27_0800,85.528564,27.73216,-15.81
2026-08-27_0800,85.089111,27.82936,-36.68
2026-08-27_0800,85.133057,27.887639,-10.76
2026-08-27_0800,85.528564,27.82936,10.14
2026-08-27_0800,85.726318,27.790491,-11.87
2026-08-27_0800,85.352783,27.926474,10.97
2026-08-27_0800,85.177002,27.82936,27.15
2026-08-27_0800,85.155029,27.907058,11.11
2026-08-27_0800,85.6604,27.907058,10.9
2026-08-27_0800,85.484619,27.82936,21.98
2026-08-27_0800,85.264893,27.887639,-31.36
2026-08-27_0800,85.638428,27.907058,-16.33
2026-08-27_0800,85.198975,27.926474,-29.95
2026-08-27_0800,85.682373,27.771051,-14.62
2026-08-27_0800,84.935303,27.809927,-44.97
2026-08-27_0800,84.91333,27.809927,-42.49
2026-08-27_0800,85.045166,27.771051,-18.34
2026-08-27_0800,85.770264,27.73216,12.25
2026-08-27_0800,85.528564,27.809927,-13.55
2026-08-27_0800,85.6604,27.73216,-22.82
2026-08-27_0800,85.286865,27.887639,-13.88
2026-08-27_0800,85.748291,27.790491,-13.84
2026-08-27_0800,85.001221,28.042894,-31.75
2026-08-27_0800,85.155029,27.945886,-81.36
2026-08-27_0800,85.594482,27.73216,-12.99
2026-08-27_0800,85.638428,27.965294,-17.2
2026-08-27_0800,85.286865,27.84879,-18.34
2026-08-27_0800,84.979248,27.809927,-32.46
2026-08-27_0800,85.418701,27.809927,57.62
2026-08-27_0800,85.594482,27.809927,-14.89
2026-08-27_0800,85.396729,27.965294,19.88
2026-08-27_0800,85.198975,27.82936,27.83
2026-08-27_0800,85.638428,27.73216,-38.3
2026-08-27_0800,85.198975,27.945886,-54.27
2026-08-27_0800,85.682373,27.71271,28.76
2026-08-27_0800,85.57251,27.790491,14.52
2026-08-27_0800,85.001221,27.82936,-24.9
2026-08-27_0800,85.770264,27.71271,-20.65
2026-08-27_0800,84.957275,27.82936,-42.65
2026-08-27_0800,85.308838,27.84879,-16.18
2026-08-27_0800,85.726318,27.71271,20.16
2026-08-27_0800,85.220947,27.945886,-68.41
2026-08-27_0800,85.24292,27.809927,10.05
2026-08-27_0800,85.726318,27.73216,24.37
2026-08-27_0800,85.616455,27.887639,-22.52
2026-08-27_0800,85.484619,27.809927,32.72
2026-08-27_0800,85.220947,27.809927,11.21
2026-08-27_0800,84.935303,27.82936,-49.13
2026-08-27_0800,84.91333,27.82936,-38.19
2026-08-27_0800,85.286865,28.101058,-29.4
2026-08-27_0800,85.57251,28.217289,119.02
2026-08-27_0800,85.111084,27.868216,-59.48
2026-08-27_0800,85.177002,27.84879,26.81
2026-08-27_0800,85.57251,27.771051,16.03
2026-08-27_0800,85.682373,27.809927,-12.37
2026-08-27_0800,85.308838,27.868216,-19.02
2026-08-27_0800,85.308838,28.178559,-69.34
2026-08-27_0800,85.264893,27.868216,-24.73
2026-08-27_0800,85.045166,27.82936,-24.0
2026-08-27_0800,85.023193,27.771051,-15.57
2026-08-27_0800,85.594482,27.84879,-14.46
2026-08-27_0800,85.155029,27.868216,10.2
2026-08-27_0800,85.616455,27.809927,-28.38
2026-08-27_0800,85.308838,28.120438,-45.52
2026-08-27_0800,85.177002,27.868216,18.36
2026-08-27_0800,85.111084,27.945886,-71.75
2026-08-27_0800,85.704346,27.73216,31.17
2026-08-27_0800,85.330811,27.868216,-25.38
2026-08-27_0800,85.550537,27.887639,16.2
2026-08-27_0800,85.198975,27.887639,17.01
2026-08-27_0800,85.616455,27.790491,-29.29
2026-08-27_0800,85.748291,27.73216,19.53
2026-08-27_0800,85.045166,27.809927,-20.68
2026-08-27_0800,85.704346,27.71271,37.54
2026-08-27_0800,85.330811,27.907058,14.57
2026-08-27_0800,85.792236,27.71271,-14.71
2026-08-27_0800,85.616455,27.771051,-12.47
2026-08-27_0800,85.089111,27.84879,-73.57
2026-08-27_0800,85.594482,27.887639,-11.0
2026-08-27_0800,85.177002,27.926474,-43.37
2026-08-27_0800,85.045166,27.84879,-59.57
2026-08-27_0800,85.6604,27.71271,10.6
2026-08-27_0800,85.001221,28.062286,-39.82
2026-08-27_1600,84.935303,27.868216,-17.73
2026-08-27_1600,85.220947,27.82936,-11.3
2026-08-27_1600,85.24292,27.887639,-25.74
2026-08-27_1600,84.957275,27.790491,-35.89
2026-08-27_1600,85.814209,27.71271,-13.97
2026-08-27_1600,85.286865,28.120438,-17.76
2026-08-27_1600,85.704346,27.771051,-15.52
2026-08-27_1600,85.286865,27.926474,-27.06
2026-08-27_1600,85.506592,27.771051,-12.82
2026-08-27_1600,85.286865,27.868216,-13.26
2026-08-27_1600,85.133057,27.926474,-56.76
2026-08-27_1600,85.264893,27.926474,-36.81
2026-08-27_1600,85.023193,27.82936,-48.89
2026-08-27_1600,84.935303,27.809927,-37.63
2026-08-27_1600,84.91333,27.790491,-43.32
2026-08-27_1600,85.550537,27.82936,-18.7
2026-08-27_1600,85.089111,27.82936,-27.19
2026-08-27_1600,85.506592,27.84879,10.07
2026-08-27_1600,85.792236,27.82936,18.37
2026-08-27_1600,85.023193,28.0235,-44.71
2026-08-27_1600,85.155029,27.926474,-69.06
2026-08-27_1600,85.792236,27.73216,-18.71
2026-08-27_1600,85.24292,27.926474,-33.35
2026-08-27_1600,85.528564,27.73216,-18.36
2026-08-27_1600,85.089111,27.868216,-73.99
2026-08-27_1600,85.220947,27.868216,-20.85
2026-08-27_1600,85.220947,27.945886,-57.81
2026-08-27_1600,85.198975,27.945886,-57.67
2026-08-27_1600,85.220947,27.887639,-20.78
2026-08-27_1600,85.6604,27.887639,-15.15
2026-08-27_1600,84.91333,28.062286,-27.12
2026-08-27_1600,85.550537,27.84879,-17.82
2026-08-27_1600,85.638428,27.809927,-15.6
2026-08-27_1600,85.24292,27.771051,12.23
2026-08-27_1600,85.462646,27.82936,10.64
2026-08-27_1600,85.023193,27.809927,-28.29
2026-08-27_1600,85.770264,27.771051,13.22
2026-08-27_1600,85.133057,27.73216,-10.72
2026-08-27_1600,85.264893,27.809927,14.49
2026-08-27_1600,85.308838,27.887639,-38.71
2026-08-27_1600,85.814209,27.73216,-17.9
2026-08-27_1600,85.528564,27.751607,-15.23
2026-08-27_1600,85.418701,27.907058,17.5
2026-08-27_1600,84.91333,27.809927,-38.29
2026-08-27_1600,85.24292,27.84879,-12.55
2026-08-27_1600,85.111084,27.926474,-42.18
2026-08-27_1600,85.6604,27.9847,23.66
2026-08-27_1600,85.506592,27.790491,-10.45
2026-08-27_1600,84.935303,27.790491,-55.46
2026-08-27_1600,85.220947,27.84879,-21.46
2026-08-27_1600,85.133057,27.945886,-70.76
2026-08-27_1600,85.330811,27.887639,-39.04
2026-08-27_1600,85.286865,27.771051,12.07
2026-08-27_1600,85.045166,27.790491,20.74
2026-08-27_1600,85.770264,27.809927,15.44
2026-08-27_1600,85.57251,27.82936,-12.66
2026-08-27_1600,85.220947,27.926474,-34.57
2026-08-27_1600,85.24292,27.73216,11.55
2026-08-27_1600,85.264893,27.771051,11.39
2026-08-27_1600,85.748291,27.71271,-11.18
2026-08-27_1600,85.550537,27.73216,-12.69
2026-08-27_1600,85.396729,27.907058,-12.82
2026-08-27_1600,85.133057,27.84879,-36.73
2026-08-27_1600,85.264893,27.907058,-21.37
2026-08-27_1600,85.24292,27.945886,-56.91
2026-08-27_1600,85.111084,27.790491,23.37
2026-08-27_1600,85.198975,27.926474,-39.01
2026-08-27_1600,85.133057,27.82936,-48.79
2026-08-27_1600,85.001221,28.042894,-21.57
2026-08-27_1600,85.748291,27.790491,11.06
2026-08-27_1600,85.528564,27.84879,-13.17
2026-08-27_1600,85.792236,27.945886,-14.7
2026-08-27_1600,85.286865,27.887639,-26.45
2026-08-27_1600,85.528564,27.809927,-10.65
2026-08-27_1600,84.91333,28.004101,-18.19
2026-08-27_1600,85.308838,28.101058,-44.58
2026-08-27_1600,85.638428,27.771051,-14.98
2026-08-27_1600,85.24292,27.868216,-14.83
2026-08-27_1600,85.638428,27.907058,-21.9
2026-08-27_1600,85.264893,27.887639,-18.98
2026-08-27_1600,85.111084,27.82936,-54.76
2026-08-27_1600,85.6604,27.907058,-16.86
2026-08-27_1600,85.286865,27.907058,-21.3
2026-08-27_1600,85.111084,27.809927,-13.51
2026-08-27_1600,85.308838,27.82936,-12.49
2026-08-27_1600,85.616455,27.887639,-31.89
2026-08-27_1600,85.57251,27.771051,11.67
2026-08-27_1600,85.286865,27.945886,-19.48
2026-08-27_1600,85.704346,27.73216,12.81
2026-08-27_1600,85.111084,27.945886,-66.21
2026-08-27_1600,85.308838,28.120438,-35.12
2026-08-27_1600,85.792236,27.771051,15.05
2026-08-27_1600,85.264893,27.790491,14.63
2026-08-27_1600,85.616455,27.809927,-17.03
2026-08-27_1600,85.616455,27.907058,-10.28
2026-08-27_1600,85.770264,27.790491,19.74
2026-08-27_1600,85.792236,27.71271,-18.13
2026-08-27_1600,85.330811,27.907058,-27.32
2026-08-27_1600,85.308838,27.809927,11.73
2026-08-27_1600,85.045166,27.82936,-26.73
2026-08-27_1600,85.264893,27.868216,-20.63
2026-08-27_1600,85.308838,28.178559,-52.78
2026-08-27_1600,84.91333,27.945886,-11.43
2026-08-27_1600,85.308838,27.868216,-33.18
2026-08-27_1600,85.330811,27.71271,-14.39
2026-08-27_1600,85.638428,27.926474,16.59
2026-08-27_1600,85.198975,27.868216,-18.41
2026-08-27_1600,85.111084,27.84879,-61.69
2026-08-27_1600,85.286865,27.790491,21.23
2026-08-27_1600,85.528564,27.71271,-14.27
2026-08-27_1600,85.330811,27.926474,-20.79
2026-08-27_1600,85.177002,27.907058,-11.76
2026-08-27_1600,85.638428,27.751607,-11.49
2026-08-27_1600,85.177002,27.945886,-75.83
2026-08-27_1600,85.24292,27.907058,-20.65
2026-08-27_1600,85.001221,28.062286,-30.41
2026-08-27_1600,85.067139,27.84879,-49.84
2026-08-27_1600,85.550537,27.945886,-17.16
2026-08-27_1600,85.155029,27.945886,-79.78
2026-08-27_1600,85.198975,27.84879,-27.42
2026-08-27_1600,85.528564,27.790491,-13.94
2026-08-27_1600,85.770264,27.907058,-14.64
2026-08-27_1600,85.616455,27.868216,-15.25
2026-08-27_1600,85.792236,27.965294,17.34
2026-08-27_1600,84.957275,27.809927,-47.38
2026-08-27_1600,85.308838,27.926474,-31.38
2026-08-27_1600,85.198975,27.907058,-20.16
2026-08-27_1600,85.198975,27.809927,-19.26
2026-08-27_1600,85.045166,27.84879,-61.43
2026-08-27_1600,85.330811,27.82936,-18.55
2026-08-27_1600,85.550537,27.926474,-10.81
2026-08-27_1600,85.57251,27.868216,-17.91
2026-08-27_1600,84.91333,27.82936,-32.84
2026-08-27_1600,84.935303,27.82936,-46.54
2026-08-27_1600,85.550537,27.868216,-17.66
2026-08-27_1600,85.220947,27.73216,10.69
2026-08-27_1600,85.308838,27.771051,10.7
2026-08-27_1600,85.374756,27.945886,18.97
2026-08-27_1600,85.308838,27.907058,-21.31
2026-08-27_1600,85.220947,27.751607,10.98
2026-08-27_1600,85.418701,27.809927,19.23
2026-08-27_1600,85.352783,27.907058,-11.1
2026-08-27_1600,85.220947,27.907058,-18.31
2026-08-27_1600,85.352783,27.82936,81.75
2026-08-27_1600,85.57251,28.217289,89.91
2026-08-27_1600,85.133057,27.790491,19.02
2026-08-27_1600,85.506592,27.809927,-18.2
2026-08-27_1600,85.155029,27.84879,-11.17
2026-08-27_1600,85.111084,27.868216,-57.39
2026-08-27_1600,85.638428,27.790491,-16.68
2026-08-27_1600,85.089111,27.84879,-69.84
2026-08-27_1600,85.308838,27.790491,14.55
2026-08-27_1600,85.198975,27.887639,-10.57
2026-08-27_1600,85.748291,27.751607,11.89
2026-08-27_1600,85.6604,27.771051,-12.5
2026-08-27_1600,85.6604,27.71271,17.24
2026-08-27_1600,85.045166,28.159189,11.36
2026-08-27_1600,85.177002,27.926474,-45.29
2026-08-27_1600,85.594482,27.887639,-23.66
2026-08-27_1600,85.089111,27.887639,-59.22
2026-08-27_1600,85.001221,27.82936,-31.82
2026-08-27_1600,85.155029,27.82936,-22.08
2026-08-27_1600,85.330811,27.945886,-21.53
2026-08-27_1600,85.286865,27.84879,-34.82
2026-08-27_1600,85.638428,27.887639,-27.56
2026-08-27_1600,84.979248,27.809927,-40.54
2026-08-27_1600,85.308838,27.945886,-28.11
2026-08-27_1600,85.638428,27.73216,-16.7
2026-08-27_1600,85.308838,27.84879,-42.18
2026-08-27_1600,85.177002,27.790491,-11.11
2026-08-27_1600,84.957275,27.82936,-44.35
2026-08-27_1600,85.770264,27.71271,-17.53
2026-08-27_1600,85.594482,27.868216,-24.22
2026-08-28_0000,85.792236,27.771051,19.11
2026-08-28_0000,85.308838,27.790491,25.48
2026-08-28_0000,85.57251,27.809927,17.94
2026-08-28_0000,84.91333,28.004101,-29.77
2026-08-28_0000,85.616455,27.790491,17.75
2026-08-28_0000,85.220947,27.82936,17.39
2026-08-28_0000,85.528564,27.790491,15.26
2026-08-28_0000,85.550537,27.790491,20.05
2026-08-28_0000,85.198975,27.868216,15.8
2026-08-28_0000,85.155029,27.945886,-74.45
2026-08-28_0000,85.638428,27.926474,19.23
2026-08-28_0000,85.616455,27.771051,17.63
2026-08-28_0000,85.220947,27.751607,19.16
2026-08-28_0000,85.418701,27.809927,28.4
2026-08-28_0000,85.594482,27.809927,29.74
2026-08-28_0000,85.089111,27.887639,-57.95
2026-08-28_0000,85.528564,27.73216,18.87
2026-08-28_0000,84.935303,28.062286,-17.07
2026-08-28_0000,85.704346,27.751607,10.72
2026-08-28_0000,85.352783,27.771051,15.05
2026-08-28_0000,85.264893,27.751607,17.25
2026-08-28_0000,85.506592,27.790491,12.48
2026-08-28_0000,85.352783,27.82936,37.47
2026-08-28_0000,84.979248,27.907058,-28.58
2026-08-28_0000,85.067139,27.82936,12.25
2026-08-28_0000,85.308838,27.751607,14.46
2026-08-28_0000,85.6604,27.887639,11.36
2026-08-28_0000,85.770264,27.907058,16.83
2026-08-28_0000,85.836182,27.71271,23.46
2026-08-28_0000,85.198975,27.907058,17.13
2026-08-28_0000,85.484619,27.790491,12.62
2026-08-28_0000,85.770264,27.71271,-22.62
2026-08-28_0000,85.704346,27.71271,23.44
2026-08-28_0000,85.330811,27.790491,20.61
2026-08-28_0000,85.089111,27.926474,-43.85
2026-08-28_0000,85.220947,27.965294,-38.61
2026-08-28_0000,85.089111,27.82936,-11.05
2026-08-28_0000,85.111084,27.965294,-68.19
2026-08-28_0000,85.24292,27.771051,20.93
2026-08-28_0000,84.957275,27.887639,19.7
2026-08-28_0000,85.506592,27.71271,13.1
2026-08-28_0000,85.023193,27.82936,-49.0
2026-08-28_0000,84.935303,27.82936,-36.94
2026-08-28_0000,85.308838,27.809927,30.67
2026-08-28_0000,84.91333,27.84879,-14.41
2026-08-28_0000,85.6604,27.71271,38.13
2026-08-28_0000,85.330811,27.809927,23.36
2026-08-28_0000,85.616455,27.887639,-13.8
2026-08-28_0000,85.682373,27.9847,280.4
2026-08-28_0000,85.726318,27.73216,19.79
2026-08-28_0000,85.726318,27.71271,20.47
2026-08-28_0000,85.57251,27.751607,23.87
2026-08-28_0000,85.264893,27.84879,17.2
2026-08-28_0000,85.220947,27.71271,16.53
2026-08-28_0000,85.440674,27.790491,12.02
2026-08-28_0000,85.462646,27.71271,13.25
2026-08-28_0000,85.550537,27.71271,13.25
2026-08-28_0000,85.264893,27.907058,10.19
2026-08-28_0000,85.396729,27.751607,10.31
2026-08-28_0000,85.308838,28.101058,-10.8
2026-08-28_0000,85.594482,27.790491,22.77
2026-08-28_0000,85.6604,27.73216,13.69
2026-08-28_0000,85.155029,27.868216,15.61
2026-08-28_0000,85.594482,27.84879,22.04
2026-08-28_0000,85.133057,27.945886,-63.17
2026-08-28_0000,85.682373,27.751607,16.17
2026-08-28_0000,85.374756,27.868216,-24.71
2026-08-28_0000,84.91333,27.809927,-28.84
2026-08-28_0000,85.111084,27.790491,10.14
2026-08-28_0000,85.001221,27.82936,-27.57
2026-08-28_0000,84.957275,27.790491,-38.88
2026-08-28_0000,85.682373,27.926474,28.17
2026-08-28_0000,85.286865,27.771051,22.0
2026-08-28_0000,85.045166,27.790491,28.74
2026-08-28_0000,85.330811,27.887639,-10.47
2026-08-28_0000,85.638428,27.809927,18.65
2026-08-28_0000,85.089111,27.868216,-63.36
2026-08-28_0000,85.748291,27.868216,-17.76
2026-08-28_0000,84.935303,27.84879,-17.83
2026-08-28_0000,85.374756,27.790491,17.58
2026-08-28_0000,85.528564,27.907058,16.23
2026-08-28_0000,85.418701,27.771051,11.05
2026-08-28_0000,85.308838,27.945886,-14.07
2026-08-28_0000,85.57251,27.926474,21.5
2026-08-28_0000,85.177002,27.887639,13.49
2026-08-28_0000,85.440674,27.71271,16.75
2026-08-28_0000,85.638428,27.751607,15.22
2026-08-28_0000,85.133057,27.868216,17.84
2026-08-28_0000,85.330811,27.82936,15.3
2026-08-28_0000,85.726318,27.809927,11.73
2026-08-28_0000,85.023193,28.0235,-47.27
2026-08-28_0000,85.220947,27.9847,-76.21
2026-08-28_0000,85.616455,27.73216,11.15
2026-08-28_0000,85.57251,27.790491,22.65
2026-08-28_0000,85.24292,27.887639,30.37
2026-08-28_0000,85.24292,27.965294,-14.39
2026-08-28_0000,85.528564,27.71271,12.97
2026-08-28_0000,85.177002,27.73216,10.85
2026-08-28_0000,85.177002,27.809927,18.35
2026-08-28_0000,85.177002,27.945886,-68.01
2026-08-28_0000,85.440674,27.771051,14.65
2026-08-28_0000,85.067139,27.809927,18.58
2026-08-28_0000,85.330811,27.771051,16.67
2026-08-28_0000,85.198975,27.790491,11.6
2026-08-28_0000,85.155029,27.887639,13.07
2026-08-28_0000,85.594482,27.751607,28.45
2026-08-28_0000,85.638428,27.868216,11.65
2026-08-28_0000,85.418701,27.751607,11.45
2026-08-28_0000,85.177002,27.751607,17.74
2026-08-28_0000,85.089111,27.84879,-53.65
2026-08-28_0000,85.045166,27.84879,-55.89
2026-08-28_0000,85.594482,27.887639,-13.35
2026-08-28_0000,85.264893,27.887639,16.13
2026-08-28_0000,85.111084,27.82936,-28.69
2026-08-28_0000,85.220947,27.73216,17.5
2026-08-28_0000,85.506592,27.887639,34.24
2026-08-28_0000,85.198975,27.82936,27.17
2026-08-28_0000,85.748291,27.73216,20.37
2026-08-28_0000,84.935303,27.926474,15.48
2026-08-28_0000,85.220947,27.790491,12.16
2026-08-28_0000,85.6604,27.965294,37.21
2026-08-28_0000,85.462646,27.751607,16.13
2026-08-28_0000,85.770264,27.790491,12.03
2026-08-28_0000,85.089111,27.965294,-59.09
2026-08-28_0000,85.594482,27.82936,12.68
2026-08-28_0000,85.220947,27.84879,15.51
2026-08-28_0000,85.330811,27.71271,-13.81
2026-08-28_0000,85.286865,27.82936,14.48
2026-08-28_0000,85.177002,27.868216,17.34
2026-08-28_0000,85.374756,27.771051,12.4
2026-08-28_0000,85.198975,27.887639,24.05
2026-08-28_0000,85.594482,27.771051,20.98
2026-08-28_0000,84.91333,27.82936,-25.66
2026-08-28_0000,85.484619,27.73216,14.47
2026-08-28_0000,84.979248,27.809927,-39.67
2026-08-28_0000,85.111084,27.945886,-53.46
2026-08-28_0000,85.638428,27.771051,34.73
2026-08-28_0000,85.133057,27.82936,-25.83
2026-08-28_0000,85.550537,27.751607,17.34
2026-08-28_0000,85.616455,27.809927,22.11
2026-08-28_0000,85.067139,27.790491,17.18
2026-08-28_0000,85.286865,28.120438,-10.41
2026-08-28_0000,85.308838,27.84879,17.5
2026-08-28_0000,84.979248,27.887639,-22.73
2026-08-28_0000,85.550537,27.945886,-22.88
2026-08-28_0000,85.440674,27.9847,12.01
2026-08-28_0000,85.286865,27.751607,16.76
2026-08-28_0000,85.594482,27.71271,21.32
2026-08-28_0000,85.638428,27.82936,18.24
2026-08-28_0000,85.001221,28.042894,-25.47
2026-08-28_0000,85.264893,28.004101,-64.48
2026-08-28_0000,85.638428,27.965294,14.64
2026-08-28_0000,85.550537,27.73216,16.45
2026-08-28_0000,85.286865,27.868216,30.34
2026-08-28_0000,85.24292,27.82936,10.8
2026-08-28_0000,85.133057,27.771051,14.23
