dt,lon,lat,percent_change
2026-08-28_0000,85.616455,27.84879,49.07
2026-08-28_0000,85.177002,27.926474,-31.98
2026-08-28_0000,85.57251,28.217289,11.33
2026-08-28_0000,85.528564,27.771051,12.6
2026-08-28_0000,85.067139,27.84879,-27.12
2026-08-28_0000,85.24292,27.73216,19.52
2026-08-28_0000,85.177002,27.771051,17.2
2026-08-28_0000,85.264893,27.790491,23.47
2026-08-28_0000,85.155029,27.751607,11.19
2026-08-28_0000,85.506592,27.73216,14.04
2026-08-28_0000,85.638428,27.73216,20.11
2026-08-28_0000,85.133057,27.926474,-46.19
2026-08-28_0000,85.133057,27.790491,21.91
2026-08-28_0000,85.001221,28.062286,-42.07
2026-08-28_0000,85.550537,27.771051,19.2
2026-08-28_0000,85.396729,27.945886,18.23
2026-08-28_0000,85.440674,27.751607,16.58
2026-08-28_0000,85.155029,27.771051,14.21
2026-08-28_0000,85.308838,28.120438,-12.57
2026-08-28_0000,85.308838,27.771051,20.54
2026-08-28_0000,85.396729,27.926474,13.7
2026-08-28_0000,85.638428,27.9847,54.77
2026-08-28_0000,85.6604,27.809927,-17.62
2026-08-28_0000,85.24292,27.809927,13.0
2026-08-28_0000,85.286865,28.139815,-36.44
2026-08-28_0000,85.6604,27.926474,28.0
2026-08-28_0000,85.286865,28.101058,15.47
2026-08-28_0000,84.979248,28.062286,-36.15
2026-08-28_0000,85.023193,27.809927,-23.95
2026-08-28_0000,85.418701,27.73216,13.42
2026-08-28_0000,84.935303,27.790491,-50.16
2026-08-28_0000,85.396729,27.71271,12.27
2026-08-28_0000,85.286865,27.84879,18.5
2026-08-28_0000,85.6604,27.771051,15.37
2026-08-28_0000,85.484619,27.82936,11.79
2026-08-28_0000,84.91333,28.062286,-37.54
2026-08-28_0000,84.935303,27.868216,-18.61
2026-08-28_0000,84.91333,27.790491,-40.77
2026-08-28_0000,85.155029,27.790491,13.51
2026-08-28_0000,85.484619,27.71271,12.53
2026-08-28_0000,85.352783,27.790491,16.74
2026-08-28_0000,84.935303,27.809927,-26.16
2026-08-28_0000,85.6604,27.945886,22.51
2026-08-28_0000,85.6604,27.907058,11.78
2026-08-28_0000,85.067139,27.868216,-59.16
2026-08-28_0000,85.308838,28.178559,-55.26
2026-08-28_0000,85.57251,27.71271,14.05
2026-08-28_0000,85.418701,27.907058,16.79
2026-08-28_0000,85.24292,27.71271,15.87
2026-08-28_0000,85.24292,27.868216,25.07
2026-08-28_0000,85.682373,27.809927,-14.56
2026-08-28_0000,84.957275,27.809927,-42.64
2026-08-28_0000,85.462646,27.771051,14.94
2026-08-28_0000,85.462646,27.809927,-29.38
2026-08-28_0000,85.594482,27.73216,17.56
2026-08-28_0000,85.177002,27.84879,26.05
2026-08-28_0000,85.220947,27.868216,20.03
2026-08-28_0000,85.57251,27.73216,19.05
2026-08-28_0000,85.418701,27.71271,14.2
2026-08-28_0000,85.506592,27.868216,17.49
2026-08-28_0000,85.638428,27.790491,20.95
2026-08-28_0000,85.111084,27.926474,-39.48
2026-08-28_0000,85.220947,27.907058,30.15
2026-08-28_0000,85.308838,27.82936,24.77
2026-08-28_0000,85.638428,27.945886,15.68
2026-08-28_0000,85.177002,27.82936,30.36
2026-08-28_0000,85.220947,28.004101,-73.02
2026-08-28_0000,84.979248,27.790491,-17.34
2026-08-28_0000,85.264893,27.71271,11.41
2026-08-28_0000,85.550537,27.907058,17.11
2026-08-28_0000,85.6604,27.9847,162.91
2026-08-28_0000,85.24292,27.790491,17.68
2026-08-28_0000,85.440674,27.73216,14.97
2026-08-28_0000,85.155029,27.926474,-63.57
2026-08-28_0000,85.198975,27.73216,10.78
2026-08-28_0000,85.550537,27.926474,-13.32
2026-08-28_0000,85.155029,27.907058,13.19
2026-08-28_0000,85.111084,27.809927,-18.17
2026-08-28_0000,84.957275,27.82936,-44.15
2026-08-28_0000,85.198975,27.965294,-77.11
2026-08-28_0000,85.133057,27.907058,12.65
2026-08-28_0000,85.484619,27.751607,13.49
2026-08-28_0000,85.111084,27.84879,-37.87
2026-08-28_0000,85.264893,27.868216,17.13
2026-08-28_0000,85.089111,27.945886,-50.57
2026-08-28_0000,85.089111,27.771051,15.97
2026-08-28_0000,85.198975,28.004101,-87.48
2026-08-28_0000,85.198975,27.751607,11.59
2026-08-28_0000,85.198975,27.945886,-39.07
2026-08-28_0000,84.91333,28.0235,-12.19
2026-08-28_0000,85.220947,27.771051,14.19
2026-08-28_0000,85.374756,27.907058,15.76
2026-08-28_0000,85.111084,27.868216,-39.89
2026-08-28_0000,85.155029,27.84879,16.71
2026-08-28_0000,85.57251,27.771051,40.19
2026-08-28_0000,84.979248,27.771051,-11.63
2026-08-28_0000,85.308838,28.139815,-51.46
2026-08-28_0000,85.133057,27.84879,-16.1
2026-08-28_0000,85.638428,27.71271,22.83
2026-08-28_0000,85.704346,27.73216,23.07
2026-08-28_0000,85.264893,27.771051,21.71
2026-08-28_0000,85.57251,27.907058,11.39
2026-08-28_0000,85.792236,27.945886,-15.65
2026-08-28_0000,85.792236,27.71271,-14.91
2026-08-28_0000,85.089111,28.178559,-10.09
2026-08-28_0000,85.045166,28.159189,-20.39
2026-08-28_0000,85.528564,27.887639,12.83
2026-08-28_0000,85.264893,27.73216,13.23
2026-08-28_0000,85.24292,27.84879,15.65
2026-08-28_0000,85.330811,27.751607,10.47
2026-08-28_0000,85.616455,27.751607,18.39
2026-08-28_0000,85.616455,27.82936,22.2
2026-08-28_0000,85.286865,27.790491,31.27
2026-08-28_0000,85.814209,27.771051,16.57
2026-08-28_0000,85.023193,27.73216,14.14
2026-08-28_0000,84.91333,27.965294,-13.18
2026-08-28_0000,85.836182,27.771051,13.15
2026-08-28_0000,85.155029,27.82936,19.53
2026-08-28_0000,85.418701,27.790491,10.05
2026-08-28_0000,85.748291,27.751607,18.74
2026-08-28_0000,85.352783,27.868216,-11.74
2026-08-28_0000,85.682373,27.71271,38.13
2026-08-28_0000,85.220947,27.887639,25.18
2026-08-28_0000,85.198975,27.771051,22.94
2026-08-28_0000,85.286865,27.887639,11.35
2026-08-28_0000,85.264893,27.809927,19.0
2026-08-28_0000,84.935303,27.907058,10.84
2026-08-28_0000,85.836182,27.73216,11.55
2026-08-28_0000,85.089111,27.907058,-46.09
2026-08-28_0000,85.24292,28.004101,-70.29
2026-08-28_0000,85.396729,27.907058,21.86
2026-08-28_0000,85.396729,27.771051,12.18
2026-08-28_0800,85.24292,27.887639,22.19
2026-08-28_0800,85.177002,27.887639,27.62
2026-08-28_0800,85.638428,27.809927,13.19
2026-08-28_0800,85.089111,27.868216,-65.06
2026-08-28_0800,85.308838,27.945886,-11.63
2026-08-28_0800,85.528564,27.907058,10.11
2026-08-28_0800,85.638428,27.907058,24.09
2026-08-28_0800,85.57251,27.790491,17.91
2026-08-28_0800,85.155029,27.926474,-59.23
2026-08-28_0800,85.352783,27.907058,-10.94
2026-08-28_0800,84.935303,27.809927,-26.38
2026-08-28_0800,85.6604,27.945886,39.58
2026-08-28_0800,84.935303,27.790491,-43.34
2026-08-28_0800,85.792236,27.73216,-12.98
2026-08-28_0800,85.24292,27.926474,11.67
2026-08-28_0800,84.91333,27.790491,-26.96
2026-08-28_0800,85.770264,27.771051,-13.57
2026-08-28_0800,85.001221,27.790491,-13.56
2026-08-28_0800,85.111084,27.84879,-37.36
2026-08-28_0800,85.111084,27.71271,-14.02
2026-08-28_0800,85.616455,27.82936,23.82
2026-08-28_0800,85.133057,27.887639,12.12
2026-08-28_0800,85.111084,27.926474,-40.71
2026-08-28_0800,85.264893,28.120438,-34.86
2026-08-28_0800,85.836182,27.751607,12.69
2026-08-28_0800,85.682373,27.809927,-20.0
2026-08-28_0800,84.957275,27.809927,-39.99
2026-08-28_0800,85.177002,27.84879,26.53
2026-08-28_0800,85.220947,27.868216,18.6
2026-08-28_0800,85.57251,27.73216,10.87
2026-08-28_0800,85.6604,27.9847,248.96
2026-08-28_0800,85.001221,27.771051,-12.75
2026-08-28_0800,85.24292,27.907058,17.02
2026-08-28_0800,85.286865,27.84879,22.73
2026-08-28_0800,85.484619,27.82936,16.57
2026-08-28_0800,85.308838,28.178559,-63.07
2026-08-28_0800,85.220947,27.907058,24.14
2026-08-28_0800,85.726318,27.790491,-11.28
2026-08-28_0800,85.177002,27.82936,28.85
2026-08-28_0800,85.220947,28.004101,-79.7
2026-08-28_0800,85.198975,27.84879,12.56
2026-08-28_0800,84.979248,27.790491,-14.96
2026-08-28_0800,85.308838,27.907058,12.97
2026-08-28_0800,85.638428,27.945886,30.89
2026-08-28_0800,85.155029,27.82936,10.82
2026-08-28_0800,85.023193,27.790491,-15.99
2026-08-28_0800,85.177002,27.945886,-67.28
2026-08-28_0800,85.023193,27.809927,-29.8
2026-08-28_0800,85.155029,27.887639,23.09
2026-08-28_0800,85.594482,27.751607,25.26
2026-08-28_0800,85.023193,27.771051,-17.67
2026-08-28_0800,85.616455,27.868216,-10.55
2026-08-28_0800,85.111084,27.868216,-44.32
2026-08-28_0800,85.770264,27.790491,-20.46
2026-08-28_0800,85.6604,27.965294,46.76
2026-08-28_0800,85.089111,27.84879,-56.67
2026-08-28_0800,85.045166,27.84879,-49.46
2026-08-28_0800,85.155029,27.84879,12.01
2026-08-28_0800,85.264893,27.887639,19.53
2026-08-28_0800,85.111084,27.82936,-27.04
2026-08-28_0800,85.198975,27.82936,36.64
2026-08-28_0800,85.506592,27.809927,-15.18
2026-08-28_0800,85.57251,27.771051,17.83
2026-08-28_0800,85.792236,27.71271,-29.81
2026-08-28_0800,85.220947,27.887639,22.83
2026-08-28_0800,85.198975,27.945886,-40.43
2026-08-28_0800,85.133057,27.73216,-16.85
2026-08-28_0800,85.264893,27.809927,11.38
2026-08-28_0800,85.396729,27.907058,-13.37
2026-08-28_0800,85.089111,27.907058,-40.82
2026-08-28_0800,84.935303,27.907058,11.59
2026-08-28_0800,85.396729,27.926474,-11.21
2026-08-28_0800,85.264893,27.868216,15.64
2026-08-28_0800,85.089111,27.809927,-11.79
2026-08-28_0800,85.133057,27.84879,-13.28
2026-08-28_0800,85.638428,27.71271,19.43
2026-08-28_0800,85.682373,27.771051,-17.54
2026-08-28_0800,85.286865,27.907058,15.91
2026-08-28_0800,85.155029,27.907058,24.15
2026-08-28_0800,84.957275,27.82936,-39.8
2026-08-28_0800,85.220947,27.926474,22.78
2026-08-28_0800,85.484619,27.809927,-15.43
2026-08-28_0800,84.91333,27.868216,-11.6
2026-08-28_0800,85.089111,27.887639,-58.72
2026-08-28_0800,85.089111,27.82936,-15.83
2026-08-28_0800,85.220947,27.965294,-47.95
2026-08-28_0800,85.770264,27.71271,-55.31
2026-08-28_0800,85.484619,27.790491,-16.25
2026-08-28_0800,85.198975,27.907058,21.33
2026-08-28_0800,85.836182,27.71271,29.91
2026-08-28_0800,85.770264,27.907058,-18.7
2026-08-28_0800,85.6604,27.887639,49.71
2026-08-28_0800,85.57251,27.809927,10.46
2026-08-28_0800,85.045166,27.771051,-19.18
2026-08-28_0800,85.770264,27.82936,-42.52
2026-08-28_0800,85.594482,27.809927,23.61
2026-08-28_0800,85.177002,27.907058,15.2
2026-08-28_0800,85.616455,27.907058,12.28
2026-08-28_0800,85.198975,27.868216,14.13
2026-08-28_0800,85.220947,27.82936,25.97
2026-08-28_0800,85.616455,27.790491,32.18
2026-08-28_0800,85.155029,27.945886,-74.24
2026-08-28_0800,84.957275,27.868216,-11.88
2026-08-28_0800,85.352783,27.82936,62.04
2026-08-28_0800,85.286865,27.82936,12.52
2026-08-28_0800,85.177002,27.926474,-30.49
2026-08-28_0800,85.528564,27.926474,31.9
2026-08-28_0800,85.133057,27.868216,22.3
2026-08-28_0800,85.726318,27.809927,-13.61
2026-08-28_0800,85.111084,27.907058,-17.05
2026-08-28_0800,85.682373,27.790491,-14.12
2026-08-28_0800,85.638428,27.73216,15.67
2026-08-28_0800,85.682373,27.926474,57.34
2026-08-28_0800,84.957275,27.790491,-28.68
2026-08-28_0800,85.24292,27.809927,12.14
2026-08-28_0800,85.6604,27.926474,30.93
2026-08-28_0800,85.001221,28.062286,-47.96
2026-08-28_0800,85.748291,27.71271,-28.75
2026-08-28_0800,85.067139,27.84879,-28.06
2026-08-28_0800,85.133057,27.926474,-42.48
2026-08-28_0800,85.57251,28.217289,12.13
2026-08-28_0800,84.91333,27.82936,-30.97
2026-08-28_0800,85.594482,27.771051,10.8
2026-08-28_0800,85.198975,27.887639,35.3
2026-08-28_0800,85.177002,27.868216,29.4
2026-08-28_0800,84.979248,27.809927,-34.26
2026-08-28_0800,85.594482,27.868216,12.57
2026-08-28_0800,85.286865,27.868216,14.04
2026-08-28_0800,85.638428,27.965294,58.84
2026-08-28_0800,85.748291,27.790491,-11.61
2026-08-28_0800,85.133057,27.71271,-15.98
2026-08-28_0800,85.111084,27.945886,-57.47
2026-08-28_0800,85.308838,28.120438,-41.11
2026-08-28_0800,85.770264,27.809927,-29.84
2026-08-28_0800,85.506592,27.771051,-15.66
2026-08-28_0800,85.286865,28.120438,-47.6
2026-08-28_0800,85.616455,27.809927,24.56
2026-08-28_0800,85.133057,27.82936,-22.98
2026-08-28_0800,85.286865,28.101058,-23.32
2026-08-28_0800,85.528564,27.868216,-10.76
2026-08-28_0800,84.91333,27.809927,-39.04
2026-08-28_0800,85.133057,27.945886,-61.24
2026-08-28_0800,85.089111,27.751607,-14.12
2026-08-28_0800,85.155029,27.868216,21.51
2026-08-28_0800,85.770264,27.73216,-18.64
2026-08-28_0800,85.594482,27.790491,15.15
2026-08-28_0800,85.308838,28.101058,-50.46
2026-08-28_0800,85.352783,27.84879,17.06
2026-08-28_0800,85.352783,27.926474,-17.05
2026-08-28_0800,85.374756,27.926474,-19.24
2026-08-28_0800,85.374756,27.82936,21.3
2026-08-28_0800,85.264893,27.84879,12.0
2026-08-28_0800,85.045166,27.751607,-11.62
2026-08-28_0800,85.6604,27.71271,32.57
2026-08-28_0800,84.935303,27.82936,-43.57
2026-08-28_0800,85.023193,27.82936,-42.07
2026-08-28_1600,85.6604,27.887639,34.12
2026-08-28_1600,85.594482,27.71271,19.03
2026-08-28_1600,85.133057,27.71271,-10.72
2026-08-28_1600,85.001221,28.042894,-18.28
2026-08-28_1600,85.638428,27.965294,36.04
2026-08-28_1600,85.286865,27.868216,14.32
2026-08-28_1600,85.24292,27.82936,10.63
2026-08-28_1600,85.594482,27.868216,15.6
2026-08-28_1600,85.133057,27.771051,10.65
2026-08-28_1600,85.616455,27.84879,15.39
2026-08-28_1600,85.638428,27.887639,35.04
2026-08-28_1600,84.979248,27.809927,-29.65
2026-08-28_1600,85.177002,27.868216,28.43
2026-08-28_1600,85.198975,27.887639,29.16
2026-08-28_1600,84.91333,27.82936,-33.37
2026-08-28_1600,85.111084,27.945886,-43.16
2026-08-28_1600,85.308838,27.84879,-16.98
2026-08-28_1600,85.133057,27.82936,-10.68
2026-08-28_1600,84.91333,27.809927,-39.35
2026-08-28_1600,85.111084,27.790491,14.83
2026-08-28_1600,85.001221,27.82936,-18.11
2026-08-28_1600,85.308838,27.887639,10.96
2026-08-28_1600,85.023193,27.82936,-51.25
2026-08-28_1600,84.935303,27.82936,-33.58
2026-08-28_1600,85.57251,27.868216,11.41
2026-08-28_1600,85.6604,27.71271,25.25
2026-08-28_1600,85.616455,27.887639,-13.42
2026-08-28_1600,85.726318,27.73216,19.35
2026-08-28_1600,85.57251,27.751607,16.16
2026-08-28_1600,85.264893,27.84879,10.89
2026-08-28_1600,85.374756,27.82936,11.8
2026-08-28_1600,85.616455,27.809927,14.17
2026-08-28_1600,85.286865,28.120438,-17.04
2026-08-28_1600,85.418701,27.926474,26.28
2026-08-28_1600,85.111084,27.926474,-29.56
2026-08-28_1600,85.6604,27.9847,214.96
2026-08-28_1600,85.001221,27.771051,11.76
2026-08-28_1600,85.045166,27.809927,-17.92
2026-08-28_1600,85.24292,27.907058,18.58
2026-08-28_1600,85.550537,27.907058,11.25
2026-08-28_1600,84.979248,27.790491,-12.41
2026-08-28_1600,85.198975,27.84879,13.21
2026-08-28_1600,85.220947,28.004101,-78.21
2026-08-28_1600,85.177002,27.82936,19.22
2026-08-28_1600,85.638428,27.945886,30.17
2026-08-28_1600,85.308838,27.82936,-11.04
2026-08-28_1600,85.220947,27.907058,29.09
2026-08-28_1600,85.308838,28.178559,-47.67
2026-08-28_1600,85.067139,27.868216,-54.57
2026-08-28_1600,85.6604,27.907058,41.51
2026-08-28_1600,85.484619,27.82936,13.47
2026-08-28_1600,85.418701,27.907058,38.62
2026-08-28_1600,85.067139,27.790491,13.18
2026-08-28_1600,85.24292,27.868216,21.42
2026-08-28_1600,85.550537,27.771051,10.3
2026-08-28_1600,85.396729,27.945886,13.0
2026-08-28_1600,85.286865,27.945886,22.05
2026-08-28_1600,85.308838,28.120438,-20.17
2026-08-28_1600,85.484619,27.809927,-32.63
2026-08-28_1600,85.396729,27.926474,20.66
2026-08-28_1600,85.57251,27.73216,16.74
2026-08-28_1600,85.220947,27.868216,29.24
2026-08-28_1600,85.177002,27.84879,32.98
2026-08-28_1600,85.594482,27.73216,19.01
2026-08-28_1600,84.957275,27.809927,-37.67
2026-08-28_1600,85.594482,27.84879,12.96
2026-08-28_1600,85.220947,27.945886,20.76
2026-08-28_1600,85.177002,27.926474,-28.44
2026-08-28_1600,85.330811,27.84879,-21.03
2026-08-28_1600,85.528564,27.926474,16.35
2026-08-28_1600,85.133057,27.868216,17.0
2026-08-28_1600,85.023193,28.0235,-53.6
2026-08-28_1600,85.220947,27.9847,-75.03
2026-08-28_1600,85.57251,27.790491,16.56
2026-08-28_1600,85.24292,27.887639,31.28
2026-08-28_1600,85.177002,27.887639,24.58
2026-08-28_1600,85.045166,27.790491,16.28
2026-08-28_1600,85.638428,27.907058,35.02
2026-08-28_1600,85.045166,27.945886,-38.39
2026-08-28_1600,85.682373,27.926474,76.85
2026-08-28_1600,84.957275,27.790491,-32.94
2026-08-28_1600,85.24292,27.809927,12.26
2026-08-28_1600,85.286865,28.139815,-29.43
2026-08-28_1600,85.6604,27.926474,27.64
2026-08-28_1600,85.001221,28.062286,-25.09
2026-08-28_1600,85.133057,27.790491,15.25
2026-08-28_1600,85.177002,27.771051,14.2
2026-08-28_1600,85.57251,28.217289,10.68
2026-08-28_1600,85.748291,27.71271,-26.87
2026-08-28_1600,85.067139,27.84879,-18.35
2026-08-28_1600,84.935303,27.887639,13.91
2026-08-28_1600,85.836182,27.71271,14.92
2026-08-28_1600,85.133057,27.926474,-36.96
2026-08-28_1600,85.330811,27.868216,-17.88
2026-08-28_1600,85.792236,27.771051,15.8
2026-08-28_1600,84.979248,28.042894,-17.67
2026-08-28_1600,85.155029,27.868216,16.74
2026-08-28_1600,85.198975,27.868216,24.42
2026-08-28_1600,85.155029,27.945886,-72.1
2026-08-28_1600,85.638428,27.926474,52.71
2026-08-28_1600,85.177002,27.907058,16.09
2026-08-28_1600,85.089111,27.9847,-53.42
2026-08-28_1600,85.198975,27.809927,11.8
2026-08-28_1600,85.594482,27.809927,10.39
2026-08-28_1600,85.770264,27.82936,-12.55
2026-08-28_1600,84.957275,27.868216,19.49
2026-08-28_1600,85.550537,27.887639,10.87
2026-08-28_1600,85.528564,27.868216,16.97
2026-08-28_1600,85.264893,27.907058,13.84
2026-08-28_1600,85.352783,27.84879,-21.99
2026-08-28_1600,85.308838,28.101058,-22.65
2026-08-28_1600,85.594482,27.790491,14.63
2026-08-28_1600,85.286865,27.809927,38.72
2026-08-28_1600,85.089111,27.868216,-59.69
2026-08-28_1600,85.418701,27.965294,31.85
2026-08-28_1600,85.528564,27.907058,16.27
2026-08-28_1600,85.264893,27.926474,15.52
2026-08-28_1600,85.198975,27.907058,25.45
2026-08-28_1600,84.957275,27.887639,13.49
2026-08-28_1600,85.770264,27.71271,-40.57
2026-08-28_1600,85.089111,27.790491,15.84
2026-08-28_1600,85.089111,27.926474,-32.46
2026-08-28_1600,85.220947,27.965294,-36.1
2026-08-28_1600,85.111084,27.965294,-44.41
2026-08-28_1600,85.089111,27.887639,-55.96
2026-08-28_1600,85.616455,27.790491,23.51
2026-08-28_1600,85.220947,27.82936,24.72
2026-08-28_1600,85.001221,27.751607,17.42
2026-08-28_1600,85.089111,27.84879,-39.49
2026-08-28_1600,85.045166,27.84879,-49.35
2026-08-28_1600,85.594482,27.887639,11.37
2026-08-28_1600,85.726318,27.751607,13.12
2026-08-28_1600,85.264893,27.887639,21.14
2026-08-28_1600,85.111084,27.82936,-21.41
2026-08-28_1600,85.506592,27.887639,11.54
2026-08-28_1600,85.198975,27.82936,35.35
2026-08-28_1600,85.748291,27.73216,13.15
2026-08-28_1600,84.935303,27.926474,13.5
2026-08-28_1600,85.111084,27.9847,-51.6
2026-08-28_1600,85.704346,27.73216,16.9
2026-08-28_1600,85.264893,27.868216,10.53
2026-08-28_1600,85.045166,27.82936,-14.85
2026-08-28_1600,84.957275,27.82936,-27.53
2026-08-28_1600,85.155029,27.907058,25.37
2026-08-28_1600,85.286865,27.907058,19.04
2026-08-28_1600,85.220947,27.790491,22.04
2026-08-28_1600,85.133057,27.907058,16.79
2026-08-28_1600,85.220947,27.926474,36.42
2026-08-28_1600,85.792236,27.82936,-24.93
2026-08-28_1600,85.57251,27.907058,24.21
2026-08-28_1600,85.089111,27.945886,-46.85
2026-08-28_1600,84.979248,28.062286,-23.12
2026-08-28_1600,85.111084,27.868216,-37.33
2026-08-28_1600,85.155029,27.84879,12.68
2026-08-28_1600,85.506592,27.809927,-16.74
2026-08-28_1600,85.57251,27.771051,19.55
2026-08-28_1600,85.089111,27.809927,26.59
2026-08-28_1600,85.638428,27.71271,17.65
2026-08-28_1600,85.001221,27.809927,15.18
2026-08-28_1600,85.594482,27.751607,19.95
2026-08-28_1600,85.155029,27.887639,16.02
2026-08-28_1600,85.198975,27.790491,15.82
2026-08-28_1600,85.089111,27.965294,-37.79
2026-08-28_1600,85.374756,27.945886,12.56
2026-08-28_1600,85.6604,27.965294,42.73
2026-08-28_1600,85.177002,27.809927,11.78
2026-08-28_1600,85.177002,27.945886,-64.43
2026-08-28_1600,85.067139,27.809927,18.52
2026-08-28_1600,85.023193,27.809927,-26.21
2026-08-28_1600,85.198975,27.751607,10.15
2026-08-28_1600,85.155029,27.926474,-56.53
2026-08-28_1600,85.198975,28.004101,-84.6
2026-08-28_1600,85.24292,27.926474,26.44
2026-08-28_1600,84.91333,27.790491,-46.09
2026-08-28_1600,85.111084,27.84879,-25.59
2026-08-28_1600,85.57251,27.887639,22.79
2026-08-28_1600,85.814209,27.771051,22.35
2026-08-28_1600,84.935303,27.809927,-31.47
2026-08-28_1600,84.91333,27.907058,10.16
2026-08-28_1600,85.264893,27.945886,21.64
2026-08-28_1600,85.133057,27.887639,14.52
2026-08-28_1600,85.396729,27.965294,18.26
2026-08-28_1600,85.330811,27.945886,-12.63
2026-08-28_1600,84.91333,28.062286,-20.0
2026-08-28_1600,85.6604,27.945886,40.31
2026-08-28_1600,84.935303,27.790491,-54.52
2026-08-28_1600,85.396729,27.907058,10.44
2026-08-28_1600,85.286865,27.887639,15.2
2026-08-28_1600,85.220947,27.887639,22.69
2026-08-28_1600,85.24292,28.004101,-71.0
2026-08-28_1600,85.682373,27.71271,19.64
2026-08-28_1600,85.616455,27.82936,14.61
2026-08-28_1600,85.748291,27.809927,16.87
2026-08-28_1600,85.792236,27.71271,-22.44
2026-08-28_1600,85.528564,27.887639,21.83
2026-08-28_1600,85.198975,27.945886,-22.19
2026-08-28_1600,85.352783,27.868216,-28.26
2026-08-28_1600,85.748291,27.751607,17.0
2026-08-28_1600,85.836182,27.771051,14.0
2026-08-28_1600,85.836182,27.73216,16.72
2026-08-28_1600,85.24292,27.945886,13.7
2026-08-28_1600,85.067139,27.71271,14.14
2026-08-28_1600,85.24292,27.84879,12.3
2026-08-28_1600,85.155029,27.82936,10.75
2026-08-28_1600,84.935303,27.907058,12.68
2026-08-28_1600,85.089111,28.178559,-10.47
2026-08-29_0000,85.440674,27.9847,51.74
2026-08-29_0000,85.155029,27.965294,-84.59
2026-08-29_0000,85.374756,27.868216,-15.68
2026-08-29_0000,85.220947,27.907058,27.39
2026-08-29_0000,85.638428,27.771051,-14.09
2026-08-29_0000,85.286865,27.887639,20.15
2026-08-29_0000,85.726318,27.751607,15.02
2026-08-29_0000,85.748291,27.71271,-19.67
2026-08-29_0000,85.023193,27.82936,-51.71
2026-08-29_0000,85.001221,27.82936,-28.71
2026-08-29_0000,85.638428,27.907058,14.97
2026-08-29_0000,85.24292,27.868216,19.55
2026-08-29_0000,85.638428,27.926474,45.25
2026-08-29_0000,85.57251,27.771051,15.63
2026-08-29_0000,85.198975,27.868216,21.8
2026-08-29_0000,85.484619,27.790491,17.51
2026-08-29_0000,84.957275,27.868216,-13.64
2026-08-29_0000,85.396729,27.809927,112.92
2026-08-29_0000,84.91333,27.82936,-24.83
2026-08-29_0000,84.91333,27.868216,15.66
2026-08-29_0000,85.286865,28.139815,-35.12
2026-08-29_0000,85.6604,27.887639,12.14
2026-08-29_0000,85.528564,27.926474,13.14
2026-08-29_0000,85.198975,27.945886,-31.63
2026-08-29_0000,85.198975,28.004101,-83.12
2026-08-29_0000,85.089111,27.771051,11.39
2026-08-29_0000,85.528564,27.945886,-15.53
2026-08-29_0000,85.001221,27.771051,10.13
2026-08-29_0000,85.198975,27.790491,10.94
2026-08-29_0000,85.155029,27.887639,20.39
2026-08-29_0000,85.023193,27.809927,-25.31
2026-08-29_0000,85.396729,27.84879,28.77
2026-08-29_0000,85.396729,27.926474,13.02
2026-08-29_0000,85.308838,28.178559,-43.08
2026-08-29_0000,85.6604,27.965294,59.43
2026-08-29_0000,85.770264,27.790491,14.04
2026-08-29_0000,85.484619,27.82936,28.97
2026-08-29_0000,85.374756,27.84879,-10.51
2026-08-29_0000,85.528564,27.887639,12.43
2026-08-29_0000,85.748291,27.868216,-10.73
2026-08-29_0000,85.528564,27.751607,-11.13
2026-08-29_0000,85.616455,27.790491,19.35
2026-08-29_0000,85.6604,27.907058,21.72
2026-08-29_0000,85.155029,27.945886,-68.42
2026-08-29_0000,85.155029,27.82936,21.84
2026-08-29_0000,85.133057,27.926474,-38.18
2026-08-29_0000,85.089111,27.790491,10.35
2026-08-29_0000,85.198975,27.926474,14.31
2026-08-29_0000,85.418701,27.809927,-11.95
2026-08-29_0000,85.594482,27.809927,16.3
2026-08-29_0000,84.91333,27.809927,-33.28
2026-08-29_0000,85.286865,27.868216,32.88
2026-08-29_0000,85.528564,27.809927,10.7
2026-08-29_0000,85.330811,27.84879,16.03
2026-08-29_0000,85.067139,27.868216,-55.09
2026-08-29_0000,84.91333,27.771051,-13.01
2026-08-29_0000,85.155029,27.84879,22.26
2026-08-29_0000,85.111084,27.868216,-30.44
2026-08-29_0000,85.24292,27.9847,-63.4
2026-08-29_0000,85.638428,27.71271,13.09
2026-08-29_0000,85.638428,27.9847,54.55
2026-08-29_0000,85.264893,27.809927,-10.83
2026-08-29_0000,85.352783,27.84879,24.54
2026-08-29_0000,84.957275,27.82936,-32.91
2026-08-29_0000,85.155029,27.907058,42.74
2026-08-29_0000,85.286865,27.84879,34.8
2026-08-29_0000,85.177002,27.926474,-22.77
2026-08-29_0000,85.177002,27.790491,-24.02
2026-08-29_0000,85.089111,27.868216,-53.43
2026-08-29_0000,85.089111,27.926474,-39.49
2026-08-29_0000,85.220947,27.965294,-35.39
2026-08-29_0000,85.045166,27.84879,-56.35
2026-08-29_0000,85.089111,27.84879,-46.26
2026-08-29_0000,85.57251,27.809927,15.64
2026-08-29_0000,85.748291,27.751607,17.51
2026-08-29_0000,84.957275,27.809927,-34.91
2026-08-29_0000,85.704346,27.71271,10.24
2026-08-29_0000,85.24292,27.907058,27.25
