lon,lat,2026-08-26_0000,2026-08-26_0800,2026-08-26_1600,2026-08-27_0000,2026-08-27_0800,2026-08-27_1600,2026-08-28_0000,2026-08-28_0800,2026-08-28_1600,2026-08-29_0000,2026-08-29_0800,2026-08-29_1600,2026-08-30_0000,2026-08-30_0800,2026-08-30_1600,2026-08-31_0000,2026-08-31_0800,2026-08-31_1600,2026-09-01_0000,2026-09-01_0800,2026-09-01_1600,2026-09-02_0000,2026-09-02_0800,2026-09-02_1600,2026-09-03_0000,2026-09-03_0800,2026-09-03_1600,2026-09-04_0000,2026-09-04_0800,2026-09-04_1600,2026-09-05_0000,2026-09-05_0800,2026-09-05_1600,2026-09-06_0000,2026-09-06_0800,2026-09-06_1600
85.264893,27.790491,11.23,,11.88,,,14.63,23.47,,,,,10.55,,,10.48,,,,,,,,,,,,,,,,,,,,,
85.264893,27.809927,13.55,,40.41,11.42,,14.49,19.0,11.38,,-10.83,,11.21,22.73,26.16,34.28,17.75,11.84,20.75,12.09,-23.29,20.94,24.82,14.59,25.82,,,,,-13.83,,-21.33,-11.11,,11.7,14.05,10.92
85.264893,27.82936,-10.51,,,,,,,,,,,,16.25,16.96,15.71,14.45,,15.54,,-43.87,13.47,20.97,,13.21,,,,,-12.12,,-11.22,,,,,
85.264893,27.84879,,,-22.21,,,,17.2,12.0,10.89,16.29,,,16.67,,,,,,,-22.7,13.3,17.58,,14.62,,,,,,15.7,,-10.74,,-11.54,-37.09,-13.56
85.264893,27.868216,-57.45,-40.25,-23.91,-23.5,-24.73,-20.63,17.13,15.64,10.53,23.86,,,19.98,,10.39,,10.81,,,17.94,20.75,12.52,,15.83,,,11.48,,,13.19,11.13,-12.35,,-20.35,-62.51,-25.89
85.264893,27.887639,-72.95,,-37.64,-27.13,-31.36,-18.98,16.13,19.53,21.14,23.68,,16.19,11.37,,,12.53,-19.25,,,,16.4,13.02,,15.15,12.33,10.17,,,-10.72,,14.77,-15.21,,,,-12.69
85.264893,27.907058,-69.01,-52.34,-45.53,-32.6,-14.5,-21.37,10.19,,13.84,15.6,-17.5,13.98,,,,,-52.22,-29.01,-15.04,,11.02,,-12.19,,,,,,,,,-17.26,,,,
85.264893,27.926474,,,-55.07,-42.0,-24.61,-36.81,,,15.52,12.69,-18.26,,,,,,-28.7,-29.88,-21.32,-14.75,,10.69,,,10.96,11.55,,,,,13.88,,16.53,24.02,,17.29
85.264893,27.945886,,,-35.46,,,,,,21.64,,,-10.46,-19.31,,-13.54,-18.41,,,-26.64,,,,24.25,11.64,11.85,,,,13.08,16.6,11.0,,27.0,12.14,-10.79,11.55
85.264893,27.965294,,,,,,,,,,,,,,,,,,,-17.02,,,,,14.72,24.08,,20.51,16.01,,38.16,35.47,,35.17,18.16,,
85.264893,27.9847,,,,,,,,,,,,,,,,-35.32,,,29.69,,24.37,29.64,49.44,18.16,39.84,57.97,44.91,41.73,32.76,45.84,85.58,38.2,48.23,48.42,29.5,39.77
85.264893,28.004101,,,,,,,-64.48,,,,,,,,,-44.3,,-57.08,39.63,-45.55,,15.88,23.71,,36.38,43.49,44.85,47.1,28.47,49.31,60.73,66.04,81.38,67.7,44.27,66.51
85.264893,28.0235,,,,,,,,,,,,,,,,,,,30.87,,,26.65,,,35.58,,42.92,26.49,,15.32,33.67,,32.9,29.05,,53.97
85.264893,28.081673,,,,,,,,,,,,,,,,,,,,,,10.34,,,,,,,,,24.48,,,,,
85.264893,28.101058,,,,,,,,,,,,,,,,,,,,,,13.27,,,,,,,,19.46,,,,,,
85.264893,28.120438,-45.3,,,,,,,-34.86,,,,-16.12,-16.06,,,,,,,,,,,11.07,,,,,,10.09,12.33,,,,,-21.77
85.264893,28.159189,,,,,,,,,,,,,,,,,,,-32.94,,-18.93,,,,,-10.11,-38.93,-13.69,,,,,,-22.0,-11.99,
85.286865,27.751607,11.21,,,,,,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.286865,27.771051,12.98,10.46,,,,12.07,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.286865,27.790491,13.04,14.37,16.38,,,21.23,31.27,,,,,13.04,,,,,,,,,11.38,,,,,,15.29,,,,,,,,,
85.286865,27.809927,19.19,,,22.37,25.44,,,,38.72,20.21,45.71,,40.18,52.18,,57.9,31.54,12.28,,,,12.26,44.8,12.32,19.29,25.38,,21.51,36.88,31.11,16.44,42.34,44.28,35.58,36.59,124.91
85.286865,27.82936,,,,,,,14.48,12.52,,,,16.72,14.52,,14.74,,,,,-15.32,12.77,,,,,,,,-14.37,,,,,,-21.47,
85.286865,27.84879,-38.29,-48.82,-35.56,,-18.34,-34.82,18.5,22.73,,34.8,11.68,12.77,23.3,,,,16.08,,,,24.47,14.28,,,,19.51,10.83,12.02,10.63,21.89,23.78,,,-17.87,,-16.7
85.286865,27.868216,-54.14,-61.69,-37.19,,,-13.26,30.34,14.04,14.32,32.88,11.34,15.2,14.36,,13.38,,,,,,17.26,21.66,,,14.23,,14.36,,,,18.85,,,-11.37,-65.48,-23.75
85.286865,27.887639,-64.91,-56.46,-41.82,-15.18,-13.88,-26.45,11.35,,15.2,20.15,-15.33,,,,,-10.56,-33.51,-28.36,-21.68,-18.11,,,-10.18,,,,,,-18.06,,,-16.01,,,-46.38,-16.01
85.286865,27.907058,-67.53,-47.66,-28.02,-14.48,,-21.3,,15.91,19.04,10.23,-23.54,,,,,-10.89,-61.83,-56.62,-26.67,-20.14,,,-21.1,,,,,,,,,-20.08,,10.41,-13.75,
85.286865,27.926474,-58.19,-53.82,-24.32,-23.22,-15.71,-27.06,,,,17.76,-23.06,,24.35,,12.75,15.32,-51.67,-43.69,-35.09,-25.14,,,,,,,,,,,12.88,,18.45,19.37,,
85.286865,27.945886,,,,-30.76,,-19.48,,,22.05,15.92,,-12.23,12.51,-10.78,,,,,-44.39,,,34.13,,,12.09,13.69,20.41,13.45,37.87,31.79,23.4,30.56,30.4,30.08,,
85.286865,27.965294,,,,,,,,,,,,,-28.55,,-26.31,,,,-28.49,,,49.38,,16.28,42.83,,,32.15,,49.27,41.9,,107.4,41.04,,
85.286865,27.9847,,,,,,,,,,,,,,,,,,,39.42,,,,,,71.91,,,46.2,,,61.96,,,,,
85.286865,28.004101,,,,,,,,,,,,,,,,28.24,,,75.82,,,14.62,,25.05,134.82,,87.54,84.57,,,120.59,,,71.15,,15.55
85.286865,28.0235,,,,,,,,,,,,,,,,,,,,,,29.49,,,33.06,,49.13,31.05,,20.17,14.54,,,40.02,,18.71
85.286865,28.081673,,,,,,,,,,,,33.51,,,,,,37.73,37.39,,,81.31,,,84.52,,54.08,82.54,,78.48,46.67,,106.12,66.16,,28.73
85.286865,28.101058,-45.02,,,-40.32,-29.4,,15.47,-23.32,,32.88,27.47,15.45,34.84,,16.61,18.29,,,20.01,15.58,,24.73,19.51,35.88,43.15,32.45,48.32,36.96,15.26,35.96,48.2,12.91,41.63,34.25,15.15,15.85
85.286865,28.120438,-35.33,,-72.04,-50.79,-29.23,-17.76,-10.41,-47.6,-17.04,-19.08,-33.99,-20.69,-14.05,-40.12,-15.85,11.68,-15.26,,12.38,28.12,19.13,14.53,27.15,30.13,21.6,23.2,25.83,,12.08,24.51,18.96,11.63,37.94,,10.84,-17.05
85.286865,28.139815,,,,-59.56,,,-36.44,,-29.43,-35.12,,-29.29,-32.76,,-42.22,-13.01,-13.22,,-13.57,,,-10.29,,,,,,-12.02,,14.94,,-22.93,,-14.52,-10.71,-36.3
85.286865,28.159189,,,,,,,,,,,,,,,,,,,,,,,,,-11.26,,,-13.09,,,,,,,,
85.286865,28.217289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.43,,,,,
85.308838,27.751607,10.33,,,,,,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.308838,27.771051,11.89,,,,,10.7,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.308838,27.790491,12.32,10.41,10.4,,,14.55,25.48,,,,,,,,,,,,,,,,,,,,10.77,,,,,,,,,
85.308838,27.809927,13.86,11.04,,,,11.73,30.67,,,,,11.36,,,,,,,,,,,,,,,14.2,,,,,,,,-11.89,
85.308838,27.82936,,,-19.44,,,-12.49,24.77,,-11.04,11.74,,,,,,13.3,10.33,,,,,10.21,,,,,,,-10.28,,,,-12.58,-15.74,-24.91,
85.308838,27.84879,-40.29,,-57.75,,-16.18,-42.18,17.5,,-16.98,23.28,27.16,,16.34,,,24.52,50.69,17.22,-15.12,,11.49,,,,22.29,27.0,17.32,13.68,,,,,-24.37,-31.7,,-24.24
85.308838,27.868216,-48.69,,-55.81,-15.99,-19.02,-33.18,,,,16.2,18.08,,,-10.67,,,,,-18.3,,11.48,,-17.34,,,,,,,,,-21.45,-12.02,-20.12,,-35.88
85.308838,27.887639,-59.56,,-40.32,-21.22,,-38.71,,,10.96,13.16,,,,,,,,-27.83,-20.64,-33.41,,11.45,,,,,,-14.69,,,,-13.07,,,-30.13,
85.308838,27.907058,-59.95,,-21.06,-14.63,,-21.31,,12.97,,11.83,-39.99,,,-14.95,,,,-61.84,-41.71,-34.88,,,-22.89,,,,,,,,,-18.37,,,-24.94,
85.308838,27.926474,-56.69,-48.67,-19.75,-22.02,,-31.38,,,,,-38.86,,,,,,-64.74,-63.6,-38.82,-18.9,,,-14.86,,,-12.37,,,,,,,,,-12.25,
85.308838,27.945886,,,-23.42,-25.37,,-28.11,-14.07,-11.63,,-14.19,,-14.37,,-15.0,,-17.73,,,-46.08,,,,,,,,-18.18,,-10.82,,,,,,,
85.308838,27.965294,,,,,,,,,,,,,,,,,,,,,,12.98,,,,,,,,,12.32,,,13.9,,
85.308838,28.101058,-54.08,,,-54.01,-55.66,-44.58,-10.8,-50.46,-22.65,-31.8,-40.87,-29.24,-10.23,-33.09,-18.53,,-30.57,,19.78,29.19,19.85,48.79,57.41,54.09,41.32,52.58,52.82,47.64,27.09,36.42,41.25,20.49,25.39,32.58,15.52,
85.308838,28.120438,-38.17,,,-63.63,-45.52,-35.12,-12.57,-41.11,-20.17,-27.86,-27.02,,-20.88,-31.82,-13.33,,-21.57,20.44,17.33,,,14.78,16.62,31.99,,15.48,15.56,15.95,17.57,24.78,23.68,,17.12,,,-16.29
85.308838,28.139815,-56.87,,,,,,-51.46,,,-58.28,,-44.22,-54.84,,-46.08,-45.32,,-21.43,-29.94,-33.21,-26.56,-34.73,-22.36,-13.52,-28.86,-21.77,-24.0,-25.7,-33.56,,-17.14,-37.7,-23.81,-32.75,-32.03,-42.6
85.308838,28.159189,,,,,,,,,,,,,,,,,,,,,,,,-42.9,-49.06,,,-43.7,,-22.68,-41.93,,,-49.35,,
85.308838,28.178559,,,,-63.45,-69.34,-52.78,-55.26,-63.07,-47.67,-43.08,,-49.87,-43.24,,-43.44,-59.02,-65.56,-41.33,-40.78,-24.62,-25.45,-30.26,-40.42,-21.27,-17.39,,-30.82,-13.48,-13.47,,-26.59,-53.38,-37.83,-25.38,-20.44,-44.18
85.330811,27.71271,,,,,,-14.39,-13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.330811,27.751607,,,,,,,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.330811,27.771051,,,,,,,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.330811,27.790491,,,,,,,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.330811,27.809927,10.77,,,,,,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.78,
85.330811,27.82936,,-14.06,-24.51,,,-18.55,15.3,,,,,,,,,14.66,,,,,,,,,10.4,,10.86,11.39,,,,,-18.99,-19.92,-19.99,
85.330811,27.84879,-38.24,,,-23.83,,,,,-21.03,16.03,22.99,,18.41,-14.24,,11.8,,,,-18.22,,,-15.42,,,,17.34,13.68,,,,-13.89,-37.78,-44.27,,
85.330811,27.868216,-46.53,,,-31.71,-25.38,,,,-17.88,12.03,11.44,,,-23.04,-16.82,-11.4,-27.67,-13.87,-19.44,-31.83,,,-17.28,,,-24.17,,,-15.43,-25.56,-10.7,-26.75,-35.38,-33.87,,-30.27
85.330811,27.887639,-37.76,,-24.87,-18.25,,-39.04,-10.47,,,,-10.67,15.62,,,,,,-54.26,-34.2,,,-11.25,-26.54,,,-17.11,-10.64,-13.0,-13.42,,,-17.27,,11.45,-22.38,
85.330811,27.907058,,,-17.92,,14.57,-27.32,,,,,,,13.87,,,,,,-46.45,,,,,,,,,,-11.96,,,-23.81,,,,
85.330811,27.926474,-64.69,,-25.1,-19.67,,-20.79,,,,,-45.25,,,,,,,,-52.26,-22.45,,,-25.97,,,,,,-22.0,,-13.56,-22.54,-17.15,,-32.01,
85.330811,27.945886,,,-26.83,-12.38,,-21.53,,,-12.63,,,,,-17.32,-23.53,-21.85,,,,,,,,,-12.7,,-12.27,-12.0,,,-11.75,,,-14.03,,
85.330811,27.965294,,,,,,,,,,,,,,,,,,,,,,11.65,,,,,,,,,,,,20.84,,
85.330811,28.101058,,,,,,,,,,,,,,,,-51.12,,,,,,,,,,,,-33.06,-42.94,-34.88,-41.37,-48.26,-38.34,-34.18,-44.89,-30.32
85.330811,28.120438,,,,,,,,,,,,,-35.68,,,,,,,,,,,,-12.93,,27.67,,,,,-18.87,,-15.56,,
85.330811,28.139815,,,,,,,,,,,,,,,,,,-44.41,-48.5,,,-45.96,,-41.44,,,,-41.22,,-44.22,-39.87,,,-49.88,,
85.330811,28.159189,,,,,,,,,,,,,,,,,,,-83.3,,-79.43,,,-78.6,-85.05,,-82.01,-79.35,,,-74.68,,,-78.42,,
85.352783,27.771051,,,,,,,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.352783,27.790491,,,,,,,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.352783,27.809927,,,,1932.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.352783,27.82936,,78.46,59.02,,,81.75,37.47,62.04,,,46.05,13.86,30.56,52.53,64.93,31.52,104.66,52.86,22.31,29.1,60.21,77.53,92.91,100.49,27.58,79.1,113.1,20.2,91.52,11.52,,34.42,,14.5,,
85.352783,27.84879,,,,-31.88,,,,17.06,-21.99,24.54,12.7,,16.95,,,10.92,,,,,24.78,10.96,30.75,12.65,,,17.33,,,,-13.04,,,,,-20.48
85.352783,27.868216,-51.82,,,-39.98,,,-11.74,,-28.26,,-16.64,,,,-23.36,-22.64,,-15.65,-15.52,-21.89,11.06,,,,,,-17.09,-19.64,-15.97,-17.45,-28.5,,-46.27,-26.93,,-36.9
85.352783,27.887639,,,,-25.19,,,,,,-18.12,,,,,-13.92,-16.5,,,,,,-11.34,,,,,,-18.47,,,-26.28,,,,,
85.352783,27.907058,,,-13.8,,,-11.1,,-10.94,,,,12.93,,,,,,,-48.81,-24.35,,,-10.12,,,,,,-29.42,,,-13.08,,,-25.49,-10.93
85.352783,27.926474,-54.69,,-14.46,,10.97,,,-17.05,,,-41.73,,,,,,,-70.88,-62.23,-21.35,,,-15.77,,,,,,-26.79,,-16.72,-26.77,,,-34.77,
85.352783,27.945886,,,-28.06,,,,,,,22.8,,,,,-13.35,-13.16,,,,,,,,,-15.47,,,,,-12.44,-10.44,,-13.23,-14.17,,
85.374756,27.771051,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.374756,27.790491,,,,,,,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.374756,27.82936,37.51,,,,,,,21.3,11.8,42.83,20.96,17.05,,,,,,,,,,,,,,,,27.31,,,,12.55,13.82,,,
85.374756,27.84879,,,,,,,,,,-10.51,,,,,,,,,,,,12.0,,16.61,,,,,,,,,,,,
85.374756,27.868216,,,,,,,-24.71,,,-15.68,,-14.92,-15.14,,-20.0,-28.06,,,-26.44,,-19.54,,,,,,-25.83,-30.48,,-17.8,-14.41,,-15.28,-26.15,,-28.61
85.374756,27.907058,,,,,,,15.76,,,,,,,,,,,,,,,,-10.72,,,,,-16.77,,-14.63,-14.12,,,,,
85.374756,27.926474,-46.74,-57.43,,10.3,,,,-19.24,,,-48.01,-15.18,,,,,,-53.61,-49.3,-24.34,,,,,,12.68,,-25.58,-36.75,,-11.96,-13.51,-12.25,,-22.57,
85.374756,27.945886,,,,,,18.97,,,12.56,,,,-13.51,,14.01,,,,-41.53,,,,,,,,,,,,-26.76,-17.57,,,,
85.374756,28.256005,,,,,,,,,,,,,,,,,,,-91.97,,,,,,,,,,,,,,,,,
85.396729,27.71271,,,,,,,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.396729,27.751607,,,,,,,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.396729,27.771051,,,,,,,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.396729,27.809927,,,,637.79,,,,,,112.92,,107.94,536.65,,,,,,,,,,,,,,,,,,,,,,,
85.396729,27.84879,-15.52,,,,,,,,,28.77,,,,,19.39,12.73,,,-18.7,,11.74,25.83,,,,,,,,,,,,,,
85.396729,27.868216,,,,,,,,,,,,,,,,-11.3,,,,,,17.96,,,-11.7,,,,,,,,,,,
85.396729,27.907058,-27.33,-11.38,,16.93,,-12.82,21.86,-13.37,10.44,,,-13.42,,,-14.28,,,,-40.49,,-13.45,-21.91,-18.11,-19.52,,,-16.36,-42.11,,-28.77,-14.4,,-17.49,,,
85.396729,27.926474,-59.65,,,11.81,11.06,,13.7,-11.21,20.66,13.02,-33.71,-21.91,,-12.15,-10.18,-16.76,,,-41.68,-39.61,,-14.53,-24.46,,,-21.31,-16.91,-15.63,-28.59,-20.55,-18.41,-18.77,-25.05,-12.23,-23.4,
85.396729,27.945886,-52.71,-48.11,,,,,18.23,,13.0,,-34.69,-12.14,,-12.35,-11.33,-11.01,,-61.07,-36.82,-38.34,,,,-12.55,,,,,-17.74,-16.94,-28.68,-32.44,-26.54,,-12.2,-20.6
85.396729,27.965294,,,-15.86,,19.88,,,,18.26,20.29,,-11.65,11.83,-22.69,17.53,,,,-47.59,,-12.83,-11.49,-14.87,,15.41,,14.17,22.4,,,,-16.1,,14.2,,
85.418701,27.71271,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.418701,27.73216,,,,,,,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.418701,27.751607,,,,,,,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.418701,27.771051,,,,,,,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.418701,27.790491,,,,,,,10.05,,,,,,,,,,,,,,14.83,,,,,,,11.86,,,,-11.54,,,,
85.418701,27.809927,,,18.25,,57.62,19.23,28.4,,,-11.95,,,,27.08,47.4,32.7,,,27.35,55.84,37.54,14.71,,24.21,28.92,30.65,17.01,24.09,39.03,,,,23.74,20.44,23.86,31.11
85.418701,27.84879,-36.88,,,,,,,,,,,,13.85,,26.02,,,,-20.66,,18.03,27.62,,,10.5,,10.26,-14.78,,,,,,,,
85.418701,27.907058,,,,15.64,,17.5,16.79,,38.62,,,,,,34.86,11.32,,,,,,12.88,,11.89,,,,,,,-13.99,,,-11.97,,
85.418701,27.926474,,,-12.16,,,,,,26.28,,,,-12.06,,,-10.48,,,,,,-16.78,,-13.46,,,,,,,-21.68,,,-16.15,,10.34
85.418701,27.965294,,,,,,,,,31.85,10.45,,,,,,,,,,,,,,,,,,,,,-14.43,,,,,16.89
85.440674,27.71271,,,,,,,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.440674,27.73216,,,,,,,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.440674,27.751607,,,,,,,16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.440674,27.771051,,12.78,,,,,14.65,,,,,,,,,,,,,,,,,,,,,13.12,,,,,,,,
85.440674,27.790491,,,,,,,12.02,,,,,,,,,,,,,,,,,,,,,,,,,-10.56,,,35.51,11.18
85.440674,27.82936,,,,-12.86,,,,,,-29.94,,,,,12.05,,,,,,13.93,,,,,,,-22.6,-11.58,-24.56,-41.17,,,,,
85.440674,27.84879,,,,,,,,,,,,,27.11,,,23.06,,,-14.87,,,43.39,,,27.87,,,,,,,,,,,
85.440674,27.9847,,,55.11,,,,12.01,,,51.74,,46.94,,,,,,,,,,,,13.5,,,,60.37,,,,,,,,33.95
85.462646,27.71271,,,,,,,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.462646,27.751607,11.56,,,,,,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.462646,27.771051,11.44,,,,,,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.462646,27.809927,,,,,,,-29.38,,,-25.87,,-17.5,,,,12.57,,,,,,,,,,,22.25,23.96,16.69,25.18,,,-21.31,-24.97,,
85.462646,27.82936,19.14,,13.63,,,10.64,,,,,,11.05,,,,12.84,,,,,,14.34,,,,,,,,,,,,,,
85.462646,27.84879,10.37,,,,,,,,,,,,,,,21.12,,,,,,,,,,,,,,,,,,,,
85.462646,27.926474,,,,,,,,,,,,,,,,,,,,,,12.39,,,,,,,,,,,,,,
85.484619,27.71271,,,,,,,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.484619,27.73216,,,,,,,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.484619,27.751607,,,,,,,13.49,,,,,,,,,,,,,,,,,,,,,,-10.82,,,,,,,
85.484619,27.771051,10.76,,11.6,,,,,,,,,,,,,,,,,-10.36,,,,,,,,,-12.16,,,-10.21,,,-10.32,
85.484619,27.790491,,,,,,,12.62,-16.25,,17.51,,,15.42,,,,,,,,,,,10.4,,,,,-18.78,-16.54,-10.46,-13.91,,,-13.79,
85.484619,27.809927,10.95,10.89,34.92,21.98,32.72,,,-15.43,-32.63,11.87,,,,11.14,,,,,,,,,15.21,,,,13.75,,,,-12.11,-24.77,-15.62,,19.44,
85.484619,27.82936,,,42.89,28.44,21.98,,11.79,16.57,13.47,28.97,,33.56,10.7,,-14.39,,,,13.52,,18.14,,,,,-12.2,,,,16.57,,,,10.9,,
85.506592,27.71271,,,,,,,13.1,,,,,,,,,,,,,,,,,,,-10.85,,,,,,,,,,
85.506592,27.73216,,,,,,,14.04,,,,,,,,,,,,,,,,,,,,,,-10.35,,,,,,,
85.506592,27.751607,,,,,,,,,,,,,,,,,,,,,,-10.11,,,,,,,,,,,,,-11.28,
85.506592,27.771051,,,,,,-12.82,,-15.66,,,,-21.57,-17.39,,-13.0,,-15.48,,,-14.44,,,-19.98,,,-14.22,,,-15.11,-22.29,-16.02,-13.09,,,-17.63,-12.63
85.506592,27.790491,15.37,,12.89,12.32,,-10.45,12.48,,,,,,10.57,12.96,,,,22.82,,,,,,,,,,,-15.43,-17.33,-11.91,-19.25,-10.05,,,
85.506592,27.809927,,,17.67,,,-18.2,,-15.18,-16.74,,,-15.38,,,-19.63,,,,,,,,11.25,,,,,,,-24.36,,,-11.68,-13.41,,-13.11
85.506592,27.84879,,,20.43,17.48,,10.07,,,,,,,,,,,,,,,,,,,,,,-11.41,,,,,,,,
85.506592,27.868216,,,,11.19,,,17.49,,,,,,30.74,,,25.11,,,,,,13.0,,,15.25,,,17.67,,,,,,,,
85.506592,27.887639,18.57,,21.17,19.19,,,34.24,,11.54,,,16.59,,,,,,-16.76,,,,,,,,21.19,,11.23,,-17.58,,,,-10.77,,
85.506592,27.926474,,,,24.9,,,,,,,,,38.41,,,,,,,,,,,,,,,,,,16.49,,,,,
85.528564,27.71271,,10.38,,,-13.74,-14.27,12.97,,,-16.62,,-11.25,,,,,,,,,12.49,,,,-15.34,-23.07,-11.78,,-18.03,-15.0,-12.2,-16.77,,,-10.96,
85.528564,27.73216,10.91,,,,-15.81,-18.36,18.87,,,-16.18,,-10.32,,-12.18,-13.82,,-12.88,-13.04,-11.72,,,,,,-16.58,-19.51,-15.77,,-14.35,,,,,,-13.96,-12.57
85.528564,27.751607,,,,,,-15.23,,,,-11.13,,-14.32,,,-11.44,,-15.83,,,-11.63,,,,,,-14.47,,,-11.33,,,,,,-14.13,
85.528564,27.771051,,,,,,,12.6,,,,-13.42,-20.67,,,-13.02,,-25.18,,,-18.38,,,-12.02,,,-16.63,,,-14.24,,,,,,-16.79,
85.528564,27.790491,19.57,,10.77,,,-13.94,15.26,,,14.32,,,,,,,-15.45,,,,11.41,,-12.65,,,-13.31,,,-13.45,,,-15.06,,,-10.45,
85.528564,27.809927,,-10.65,,,-13.55,-10.65,,,,10.7,,,,,,,,,15.23,,,,-12.43,,,,-11.16,,-22.04,,,-13.6,,,,-11.88
85.528564,27.82936,15.09,,17.48,11.77,10.14,,,,,,,,,,,,,22.12,17.16,,,,,10.3,,,,,,-10.91,,,,,,
85.528564,27.84879,,11.56,11.68,,,-13.17,,,,,,-13.52,-10.08,,,10.43,,,12.81,,,,,-12.91,,,,,,,,,,,,
85.528564,27.868216,18.73,,19.45,12.25,17.01,,,-10.76,16.97,,-31.0,,13.15,,,13.38,,12.62,12.43,,10.36,,,,,,,15.04,-15.39,,,,,,,
85.528564,27.887639,21.55,29.4,28.49,26.05,,,12.83,,21.83,12.43,-42.91,24.44,12.4,10.97,,15.02,,10.14,11.64,,13.75,15.47,,16.88,,,10.06,,-27.21,-10.96,,,11.67,,,13.15
85.528564,27.907058,19.54,17.24,16.29,13.14,,,16.23,10.11,16.27,,-30.48,15.53,,,,,-37.83,,,-23.78,,,,,,-19.54,,-14.27,,,-10.88,-13.01,,,-16.56,
85.528564,27.926474,10.23,,17.61,10.2,,,,31.9,16.35,13.14,-26.09,,35.32,24.62,32.44,,,,,-19.0,,,,17.36,,-13.65,,-13.6,,,,-25.59,-17.97,11.86,,
85.528564,27.945886,,,13.08,,,,,,,-15.53,,,20.23,,14.18,,,,,,19.77,,,24.52,37.52,,,,,,,,,,,
85.550537,27.71271,,12.75,14.99,,,,13.25,,,,-10.72,-10.42,,,,,,,,,,,,,-16.43,-22.23,,,-21.61,,,-12.39,-10.6,,,-11.64
85.550537,27.73216,,,14.47,,,-12.69,16.45,,,,,-14.71,,,,,,,,,,,,,,,,,,,,,,,-12.94,-11.02
85.550537,27.751607,,,16.52,10.67,-10.94,,17.34,,,,,,,,,-10.86,-23.6,,,,,,,,,-11.52,,,-13.2,,,,,,-16.09,-11.89
85.550537,27.771051,16.11,,13.89,,,,19.2,,10.3,,,,,,,,-13.05,,14.92,,,,,,,,,,,,,,,,-13.2,
85.550537,27.790491,12.32,,18.84,19.0,,,20.05,,,16.1,,,,,,,-11.98,,11.65,,,,-14.63,,,,,,-13.99,14.22,,,,,,
85.550537,27.809927,,,10.41,,,,,,,13.02,,16.91,13.74,14.13,,,,,16.37,,,,,13.8,,-12.08,,,-11.0,,10.37,,,,-12.27,
85.550537,27.82936,,,,,,-18.7,,,,,,,,,,,,,12.29,-17.12,,,,11.55,,,,,,,,,,,-16.25,-10.05
85.550537,27.84879,10.83,,,,,-17.82,,,,,,,,-12.58,,,-12.79,,,-16.63,,,,,-10.32,-23.47,,,-18.88,,,-15.65,,,,
85.550537,27.868216,,,,,,-17.66,,,,,-32.81,,,-16.91,,,-24.46,,,-20.43,,,-17.42,,-11.35,-18.63,,,-26.64,,,-16.68,,,-15.41,
85.550537,27.887639,17.43,10.74,11.12,,16.2,,,,10.87,,-21.37,,,,,,,11.03,,,15.0,13.26,,11.42,,,,,-19.29,-11.1,,-10.02,,,,
85.550537,27.907058,18.58,12.36,11.63,,,,17.11,,11.25,,-37.65,,,,,,-41.8,,,-27.93,,,,,,-17.91,,,,,,,,,,
