lon,lat,2026-08-26_0000,2026-08-26_0800,2026-08-26_1600,2026-08-27_0000,2026-08-27_0800,2026-08-27_1600,2026-08-28_0000,2026-08-28_0800,2026-08-28_1600,2026-08-29_0000,2026-08-29_0800,2026-08-29_1600,2026-08-30_0000,2026-08-30_0800,2026-08-30_1600,2026-08-31_0000,2026-08-31_0800,2026-08-31_1600,2026-09-01_0000,2026-09-01_0800,2026-09-01_1600,2026-09-02_0000,2026-09-02_0800,2026-09-02_1600,2026-09-03_0000,2026-09-03_0800,2026-09-03_1600,2026-09-04_0000,2026-09-04_0800,2026-09-04_1600,2026-09-05_0000,2026-09-05_0800,2026-09-05_1600,2026-09-06_0000,2026-09-06_0800,2026-09-06_1600
85.089111,27.907058,,,,-57.48,,,-46.09,-40.82,,,,,-31.93,,-29.94,-36.62,,,-13.34,,,-10.22,-11.54,,,-15.85,,,,,,-21.06,,,,
85.089111,27.926474,,,,,,,-43.85,,-32.46,-39.49,-38.63,-34.49,-24.84,-26.44,-25.31,-22.24,-36.27,-19.32,-23.94,,-11.3,-21.93,-19.28,-10.35,,-13.07,-13.5,,,,-11.0,-22.86,,,,
85.089111,27.945886,,,,,,,-50.57,,-46.85,-50.54,,-48.24,-37.15,-51.24,-39.92,-16.53,-30.33,-28.67,-32.23,-18.24,,-14.36,-28.1,-11.82,-15.82,-23.8,-16.4,,-14.94,-15.68,-10.39,-32.37,,,-17.03,
85.089111,27.965294,,,,,,,-59.09,,-37.79,-53.52,,-47.48,-43.94,,-25.57,,-23.62,,,,,,-10.2,,,10.24,,,,,,,13.54,,-11.86,
85.089111,27.9847,,,,,,,,,-53.42,-62.27,,-55.47,-51.05,,-41.29,,-36.3,-11.09,,-33.94,,,,,,,,-11.79,,,,,13.19,,,
85.089111,28.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.83,,-31.18,,,-31.0,-43.92,,-33.16
85.089111,28.178559,,,,,,,-10.09,,-10.47,,,,24.02,,14.85,54.1,,,12.16,,,30.82,,29.18,21.95,,27.63,42.89,,15.08,17.7,,11.24,14.19,,
85.111084,27.71271,,,,,,,,-14.02,,,,,,,,,-21.89,-20.64,-12.58,-19.75,,,-17.18,,,-21.31,,,,,,,,,,
85.111084,27.73216,,,,,,,,,,10.06,,,,,,,-30.45,-13.47,,-23.64,,,-21.69,,,-16.25,,,,,,-13.58,,,-16.52,
85.111084,27.751607,,,,-10.52,,,,,,,-13.44,,,,,,-23.71,,,-21.73,-10.72,,-13.19,,,,,,,,,-15.79,,-10.1,-24.71,
85.111084,27.771051,,-19.05,,,,,,,,,-10.27,,,,,,-25.24,,,-24.3,-11.46,,-12.22,,,-18.04,-12.06,,,,,-19.21,,-10.78,-25.59,
85.111084,27.790491,,,,,,23.37,10.14,,14.83,,,,12.06,,14.62,17.61,,10.99,,,,,,-11.07,,,,,,,,,,,,
85.111084,27.809927,,,,-28.58,,-13.51,-18.17,,,,,,,,,,,-10.64,,,-17.63,,,,13.57,,,,,,,,,,,
85.111084,27.82936,,,,-60.16,,-54.76,-28.69,-27.04,-21.41,,-10.46,,-18.89,-10.03,,,-48.37,-16.79,,-18.11,-13.81,-12.48,-18.64,-23.17,,-10.09,,,-14.93,,,-24.87,-17.88,-15.43,,
85.111084,27.84879,-76.2,,,-68.82,-68.07,-61.69,-37.87,-37.36,-25.59,-20.92,-37.28,-26.09,-23.06,-24.52,-19.53,-19.5,-40.64,-18.82,-16.16,-27.21,-13.83,,-17.33,-16.81,-11.55,-22.63,,,-21.98,-13.04,,-25.42,-11.65,-11.21,-28.72,
85.111084,27.868216,-70.17,-84.7,-88.3,-65.93,-59.48,-57.39,-39.89,-44.32,-37.33,-30.44,-45.6,-35.27,-28.21,-36.36,-36.26,-31.77,-42.92,-32.71,-20.35,-27.67,-18.02,,-16.46,-17.84,,-26.7,-13.18,,-26.56,,,-18.61,,,-24.65,
85.111084,27.887639,-68.03,,-75.85,-44.76,-35.44,,,,,-12.9,-21.54,-12.23,-17.05,-18.38,,-19.11,-23.95,,,,,,,,,,,,,,,,,,,
85.111084,27.907058,-58.86,,,-40.39,-31.78,,,-17.05,,,-10.76,,,,,,-11.24,,,,,,,,,,,10.18,,15.82,10.8,,12.72,15.26,,
85.111084,27.926474,-66.59,-56.64,-65.71,-59.54,-51.15,-42.18,-39.48,-40.71,-29.56,-27.57,-33.23,-23.75,-24.02,-29.57,-23.84,-20.87,-30.77,-21.84,-20.88,-17.23,-11.12,-14.37,-16.32,-10.28,,-11.27,,,,,,,,11.62,,
85.111084,27.945886,-76.65,-70.72,,-77.99,-71.75,-66.21,-53.46,-57.47,-43.16,-49.72,-55.66,-42.21,-40.63,-47.57,-35.34,-23.19,-34.82,-28.45,-28.25,-33.69,-15.07,-19.99,-22.39,-20.11,,-20.29,-13.26,,-12.09,,,-23.84,,,-15.84,
85.111084,27.965294,,,,,,,-68.19,,-44.41,-63.38,,-61.48,-51.39,,-30.64,-15.8,-39.73,-20.48,-20.53,-41.82,-18.15,-15.0,-23.73,-13.78,,-12.73,-10.75,-11.49,,,,-15.55,,,-14.06,
85.111084,27.9847,,,,,,,,,-51.6,-69.78,,,-64.59,,-49.76,-24.54,-37.61,-23.36,-18.88,,-23.82,-16.05,-29.97,-22.11,-12.11,-14.14,,,-20.47,-10.78,-11.25,-18.77,,,-19.65,-10.11
85.111084,28.004101,,,,,,,,,,,,,,,,,,,,,,,,,-41.13,-35.51,-25.4,-17.74,-15.31,,-23.36,-16.93,,,,
85.111084,28.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.04,-42.84,-39.54,-60.48,-35.84,-35.24,-34.73,-38.48,-23.53
85.111084,28.178559,,,,,,,,,,,,,,,,,,,,,,23.47,,,,,,,,,,,,,,
85.133057,27.71271,,,,,,,,-15.98,-10.72,,,,,-11.37,,,-13.84,,,-14.53,-12.36,,-18.92,-12.93,-10.69,-20.39,,,-23.51,-13.49,,-17.92,-17.03,,-16.98,
85.133057,27.73216,,,,,,-10.72,,-16.85,,,,,,,,,-18.58,,,-17.85,-13.74,,-19.54,-13.71,,-20.84,-15.08,,-22.79,-14.72,,-14.1,-13.8,,-26.56,-13.51
85.133057,27.751607,16.53,,,,,,,,,,,,,,,,-15.79,,,-16.15,,,,,,-12.05,,,-12.46,,,-10.14,,,-18.97,
85.133057,27.771051,,-16.75,-12.45,,,,14.23,,10.65,,-19.28,,11.0,-10.19,,,-25.24,,,-17.86,,,,,,,,,-14.17,,,-17.33,,,-18.14,
85.133057,27.790491,,,,,,19.02,21.91,,15.25,11.47,,,32.09,,32.83,18.95,,12.59,15.72,,11.43,14.12,,,,,19.76,22.53,,18.6,21.58,,,16.32,,29.82
85.133057,27.82936,,,,,,-48.79,-25.83,-22.98,-10.68,-17.31,,,,,,,,,,-22.48,,-12.09,,-17.67,-13.06,-14.69,-12.85,-17.2,-21.01,,,,,-10.42,,
85.133057,27.84879,-70.94,,,-50.26,-32.16,-36.73,-16.1,-13.28,,,-13.85,,,,,,-26.13,,,-14.22,,,,,,,,,-12.53,,,-10.06,,,-13.98,10.06
85.133057,27.868216,-67.6,-77.99,-84.02,-29.67,,,17.84,22.3,17.0,17.66,16.4,17.17,16.09,16.43,13.12,,,10.89,12.53,,13.65,15.43,15.33,,17.11,12.09,23.15,18.67,,15.16,23.58,,14.81,21.33,,19.49
85.133057,27.887639,-65.27,-71.14,-76.77,-22.98,-10.76,,,12.12,14.52,,,10.65,,,,,,11.31,,,11.45,10.62,,11.93,12.61,,16.21,15.67,11.66,20.39,16.7,11.07,15.73,15.72,,12.22
85.133057,27.907058,-50.42,-50.94,-52.94,-16.29,,,12.65,,16.79,28.42,16.46,28.33,22.87,13.87,18.27,19.25,15.66,19.28,19.52,21.59,20.58,20.42,21.38,20.17,23.15,20.03,23.3,26.3,30.22,33.76,30.81,29.86,28.02,35.43,22.92,25.22
85.133057,27.926474,-66.98,-61.06,-71.45,-63.7,-60.15,-56.76,-46.19,-42.48,-36.96,-38.18,-34.97,-30.1,-32.38,-33.37,-29.48,-28.35,-39.72,-27.19,-26.12,-27.51,-15.33,-22.17,-17.22,-16.99,-11.33,-19.83,-10.72,,,12.26,,,,12.47,,
85.133057,27.945886,-75.38,,-78.54,-76.39,-73.31,-70.76,-63.17,-61.24,,-60.52,-49.49,-50.08,-49.64,-52.84,-38.29,-37.97,-56.69,-42.13,-37.62,,-27.81,-30.25,-33.63,-27.57,-22.5,-34.97,-21.58,,-13.55,,-14.73,-22.4,-10.6,,-21.25,
85.133057,27.965294,,,,,,,,,,,,,-64.7,,-49.57,-48.15,,-48.08,-42.76,-59.4,-33.67,-33.77,-43.4,-27.8,-28.06,-50.03,-26.27,-15.06,-30.72,-19.57,-22.74,-33.45,-18.94,-19.32,-30.77,-14.73
85.133057,27.9847,,,,,,,,,,,,,,,,-59.79,,,,,-51.42,-55.36,,-50.79,-35.48,-38.18,-22.79,-17.34,-29.0,-12.31,-18.28,-21.8,-15.05,-13.92,-22.66,
85.133057,28.004101,,,,,,,,,,,,,,,,-84.5,,-75.12,-81.11,,-78.51,-80.79,,-75.15,-47.6,-33.57,-22.67,-18.0,-21.98,,-19.02,,,,,
85.133057,28.0235,,,,,,,,,,,,,,,,,,,,,,,,,-55.32,-39.59,-31.49,-32.44,-35.91,-14.69,-35.23,-20.94,-14.11,-22.3,-23.34,-13.77
85.155029,27.71271,,,,,,,,,,,,,,-11.78,,,,,,,,,-16.36,-12.82,,-11.78,,-11.52,-15.08,-17.14,,-18.85,-13.74,,-15.82,-13.1
85.155029,27.73216,,,,,,,,,,,,,,,,,,,,-10.92,-10.44,,,,,-11.06,,,-14.23,-10.16,,-11.8,-10.53,,-21.37,-11.47
85.155029,27.751607,13.87,,,,,,11.19,,,,,,,,,,-19.16,,,-17.35,,,,,,,,,-15.63,,,-10.32,,,-25.43,
85.155029,27.771051,-27.19,-42.76,-28.77,,,,14.21,,,,,,,-21.75,,,-29.14,,,-15.03,,,-15.43,,,,,,-17.34,,,-11.67,,-14.36,-30.34,-15.72
85.155029,27.790491,,,,,,,13.51,,,,,,18.21,,,11.18,,,,,,,,,,,,,,,11.35,,,,,
85.155029,27.809927,,,,-21.06,,,,,,,,,17.17,,,14.8,,,16.53,,,,,-11.61,26.79,,,,,,10.24,,,-11.86,,
85.155029,27.82936,,,,-31.13,,-22.08,19.53,10.82,10.75,21.84,,11.94,,,,,,-10.26,,,,-16.13,,-15.61,,,-19.85,,,,11.37,,,,,
85.155029,27.84879,,,,-20.86,,-11.17,16.71,12.01,12.68,22.26,13.61,26.17,,,,,-23.84,,,,,,,,,,,,,,13.67,,,,,20.34
85.155029,27.868216,-68.63,-72.81,-80.13,-13.57,10.2,,15.61,21.51,16.74,19.38,16.82,18.56,13.32,16.47,,,,,10.39,,11.63,,14.79,,14.18,,15.58,15.21,,16.75,18.27,,,,,17.47
85.155029,27.887639,-61.2,-66.73,-76.36,-12.15,,,13.07,23.09,16.02,20.39,15.24,18.8,12.04,12.12,,,,,,,10.23,10.65,17.53,15.53,16.03,14.95,16.65,14.49,15.99,21.79,18.69,11.53,11.35,11.09,,15.85
85.155029,27.907058,-46.69,-52.69,-59.69,,11.11,,13.19,24.15,25.37,42.74,33.59,37.91,38.14,34.08,21.66,24.07,22.29,21.16,22.35,23.74,27.54,22.66,33.94,27.68,24.98,29.62,23.13,24.58,29.49,32.26,39.69,36.8,31.33,31.96,28.44,27.5
85.155029,27.926474,-69.56,-81.81,-83.67,-72.05,-70.02,-69.06,-63.57,-59.23,-56.53,-52.66,-51.3,-48.87,-50.24,-51.34,-43.61,-44.38,-52.41,-44.46,-43.87,-45.54,-36.14,-35.8,-36.43,-35.25,-35.08,-38.24,-32.87,-23.28,-23.34,-22.91,-20.27,-27.13,-21.92,-20.8,-27.43,-24.2
85.155029,27.945886,-79.35,-85.16,-85.65,-81.85,-81.36,-79.78,-74.45,-74.24,-72.1,-68.42,-59.97,-60.59,-58.32,-58.9,-41.33,-48.4,-66.4,-51.24,-48.93,-58.59,-38.97,-36.32,-42.97,-36.02,-35.48,-47.83,-30.94,-19.41,-29.14,-20.45,-22.98,-30.28,-28.12,-21.78,-33.2,-23.24
85.155029,27.965294,,,,,,,,,,-84.59,-75.22,-76.14,-71.44,-73.24,-55.72,-56.8,-77.73,-60.94,-55.16,-69.83,-43.68,-45.45,-49.87,-40.0,-41.09,-60.31,-37.5,-28.15,-40.24,-27.42,-24.33,-39.77,-26.17,-28.11,-35.65,-27.59
85.155029,27.9847,,,,,,,,,,,,,,,,-65.21,,-66.39,-62.88,,-61.32,-59.46,-68.91,-51.18,-44.48,-54.29,-36.52,-35.71,-43.89,-25.57,-26.24,-35.95,-21.64,-22.53,-38.26,-23.96
85.155029,28.004101,,,,,,,,,,,,,,,,-79.52,,-75.1,-76.92,,-79.54,-78.2,,-75.43,-60.88,-51.19,-37.75,-30.43,-43.63,-27.56,-30.77,-34.01,-20.81,-24.01,-27.91,-27.68
85.155029,28.0235,,,,,,,,,,,,,,,,,,,,,,,,,-59.62,,-46.5,-37.54,-50.7,-27.36,-35.58,-40.14,-19.49,-22.16,-35.58,-30.11
85.177002,27.71271,,,-11.1,,,,,,,,,,,-14.27,,,-13.62,,,,-10.85,,-15.0,-12.1,,-10.26,,-13.63,-14.34,-11.45,-10.79,-16.42,-13.71,-15.15,-19.88,-10.57
85.177002,27.73216,,,,,,,10.85,,,,,,,,,,,,,,,,,,,-12.32,,,,,,,,,,
85.177002,27.751607,,,,,,,17.74,,,,,,,,,,-16.7,,,-13.82,,,-11.85,,,-10.27,,,,,,,,,-15.64,
85.177002,27.771051,-43.51,-52.67,-33.62,,,,17.2,,14.2,,-20.18,,,-13.39,,,-38.98,-11.06,-12.4,-17.65,,,,,,,-11.16,,-10.86,,,-12.55,,,-18.68,-10.31
85.177002,27.790491,,,-41.6,,,-11.11,,,,-24.02,,-16.96,,,,,,-16.73,-11.13,,-14.69,-23.93,,-23.12,-12.22,,-22.21,,,,-10.84,,-11.96,-10.01,,
85.177002,27.809927,,,,,,,18.35,,11.78,,,,,,13.9,15.8,,-19.32,-18.06,,-14.98,-22.53,,-12.41,,,,,,,,,12.9,,,
85.177002,27.82936,,,,,27.15,,30.36,28.85,19.22,,,25.67,,16.3,,12.83,,,,,,,,-13.5,-10.79,,-12.2,,,-13.57,,,,,,
85.177002,27.84879,,,,,26.81,,26.05,26.53,32.98,30.61,21.75,30.73,11.85,20.42,16.36,31.69,,,11.2,13.81,28.88,,12.22,10.37,,,,13.32,,,,-14.08,,,-17.83,
85.177002,27.868216,-62.23,,,,18.36,,17.34,29.4,28.43,24.33,17.91,25.83,15.82,20.05,10.96,16.01,,,13.04,11.6,12.67,,16.52,14.81,14.93,12.96,11.5,,,17.89,17.42,,14.42,,,17.52
85.177002,27.887639,-58.07,,,-14.51,,,13.49,27.62,24.58,26.19,19.69,26.01,21.17,15.52,14.24,20.48,,11.29,14.53,,14.38,14.82,20.67,18.37,15.41,17.98,15.96,17.22,20.28,22.91,21.52,17.55,17.34,17.17,,19.22
85.177002,27.907058,-52.45,-62.46,-62.41,-20.31,,-11.76,,15.2,16.09,21.61,15.08,20.51,17.87,16.28,,13.18,,,,,13.23,,16.07,12.43,11.0,12.14,,12.97,15.14,15.78,23.56,19.37,19.25,18.93,,15.29
85.177002,27.926474,-62.73,-72.33,-76.51,-54.28,-43.37,-45.29,-31.98,-30.49,-28.44,-22.77,-24.29,-18.67,-24.5,-21.66,-23.39,-21.47,-34.25,-23.39,-24.27,-26.22,-18.97,-18.66,-19.76,-18.36,-17.46,-21.3,-17.72,-11.41,-15.94,-11.68,,-13.32,-10.06,,-17.81,
85.177002,27.945886,-79.57,,,-78.92,-72.69,-75.83,-68.01,-67.28,-64.43,-63.59,-62.17,-55.44,-59.64,,-49.58,-50.58,-67.65,-52.28,-53.54,,-45.09,-48.91,-47.81,-45.34,-48.0,-54.76,-46.9,-37.8,-46.4,-36.61,-31.13,-42.31,-37.86,-34.67,-48.1,-36.28
85.177002,27.965294,,,,,,,,,,-91.67,,-88.11,-81.63,-79.91,-75.64,-68.24,-83.62,-69.47,-68.42,-76.75,-60.51,-67.29,-69.6,-61.42,-62.17,-78.05,-68.0,-61.81,-70.96,-56.18,-52.47,-63.32,-53.13,-49.08,-66.08,-51.52
85.177002,27.9847,,,,,,,,,,,,-86.09,-81.55,-78.98,-73.23,-55.76,-82.42,-57.62,-56.62,-71.99,-52.41,-56.15,-61.78,-49.69,-44.81,-62.56,-46.1,-40.75,-56.65,-39.66,-28.76,-46.19,-23.59,-23.0,-42.64,-19.07
85.177002,28.004101,,,,,,,,,,,,,,,,-68.31,,-62.99,-61.42,-72.16,,-56.34,-61.02,-55.01,-42.68,-48.75,-33.66,-35.96,-52.11,-32.09,-30.16,-46.06,-28.2,-25.55,-41.81,-28.32
85.177002,28.0235,,,,,,,,,,,,,,,,,,-75.48,-75.44,,-65.04,-67.8,-71.33,-65.48,-60.04,-61.58,-54.93,-47.62,-59.4,-31.27,-37.53,-48.89,-24.23,-29.14,-48.93,-37.64
85.177002,28.042894,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.45,-30.34,,-32.68,,,,-36.86,-18.84
85.198975,27.71271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.82,-11.5,,-11.35,
85.198975,27.73216,,,,,,,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.66,
85.198975,27.751607,11.4,,,,,,11.59,,10.15,,-10.42,,,,,,-14.6,,,-14.39,,,,,,,,,,,,,,,-13.63,
85.198975,27.771051,-17.62,-30.06,-11.8,,,,22.94,,,,-16.82,,,-15.44,,,-25.65,,,-21.98,,,-10.2,,,-17.26,,,-15.93,,,,,,-14.74,
85.198975,27.790491,-36.13,,-27.69,14.53,10.36,,11.6,,15.82,10.94,,,,,,,,,-22.02,,-14.59,,,-24.69,,,-18.93,,,,-11.41,,-17.96,,,
85.198975,27.809927,,,,,,-19.26,,,11.8,12.07,,,13.84,,,12.64,,19.06,,,-22.88,-31.63,,,-14.71,,-15.79,,,,,,,,,-13.87
85.198975,27.82936,,,-18.9,,27.83,,27.17,36.64,35.35,,,27.7,14.6,29.72,18.96,22.82,-25.59,14.22,,,-38.38,-34.51,-25.5,-31.68,-29.06,-15.3,,12.57,-14.47,,,,,,,
85.198975,27.84879,,,,-14.39,10.67,-27.42,,12.56,13.21,12.55,-21.38,,,,,,-21.74,-10.8,,,,,11.15,,-14.52,-15.79,,,,,,-14.18,,,-26.68,
85.198975,27.868216,,,,-12.15,,-18.41,15.8,14.13,24.42,21.8,,16.72,,,,10.61,-19.08,,,,,14.5,12.81,15.41,,,,,,10.64,,-10.1,,,-16.22,
85.198975,27.887639,-64.39,,-34.94,-10.42,17.01,-10.57,24.05,35.3,29.16,33.52,16.62,20.84,21.15,17.68,,20.12,,,,,11.82,17.27,10.55,15.83,,17.41,16.09,10.28,,13.95,10.79,12.74,14.48,,-12.74,10.8
85.198975,27.907058,-60.18,-77.14,-48.77,-32.13,,-20.16,17.13,21.33,25.45,31.83,24.15,23.88,18.81,17.73,12.53,19.47,,,,,11.14,13.02,,11.43,,11.3,,10.07,,,13.28,10.86,10.48,14.55,,17.66
85.198975,27.926474,-69.2,,-73.16,-56.34,-29.95,-39.01,,,,14.31,,10.16,,,-13.76,,-20.97,,,-13.74,,,-12.54,,,,,,-19.54,-10.6,,,,,-14.72,
85.198975,27.945886,-74.23,,,-77.03,-54.27,-57.67,-39.07,-40.43,-22.19,-31.63,-41.93,-32.56,-42.46,-29.91,-40.98,-29.3,-57.61,-37.77,-31.13,-43.11,-34.74,-37.39,-31.49,-36.51,-38.46,-45.82,-42.3,-27.05,-43.96,-21.58,-17.9,-32.11,-22.14,-19.21,-39.73,-22.25
85.198975,27.965294,,,,,,,-77.11,,,-71.51,,-67.01,-72.32,-66.38,-68.28,-44.26,,-51.12,-39.64,-49.06,,-38.57,-37.23,-34.51,-35.22,,-38.57,-30.12,-49.52,-19.37,-20.74,-36.05,-18.05,-18.81,-39.64,-15.59
85.198975,27.9847,-88.86,,,,,,,,,-87.72,,-77.73,-82.79,-84.17,-79.91,-47.45,-81.16,-34.48,-21.83,-55.94,,-10.09,-28.11,,,-21.78,,,-33.22,,,-17.27,,,-18.96,14.32
85.198975,28.004101,-86.47,,,,,,-87.48,,-84.6,-83.12,-83.63,-76.57,-82.74,,-81.15,-24.53,-65.52,-10.07,,-13.84,29.47,,,11.93,,,17.25,,-18.82,,11.08,,10.08,,,15.24
85.198975,28.0235,,,,,,,,,,,,,,,,-53.33,,-38.75,-32.44,-51.13,-17.54,-28.4,-29.56,-25.0,-20.65,-21.96,-13.85,-15.01,-25.87,-11.83,-15.78,-16.39,,,-15.18,
85.198975,28.042894,,,,,,,,,,,,,,,,,,,,,,,,,-49.96,,,-39.98,,-23.53,-39.09,,-21.52,-15.0,,-16.19
85.220947,27.71271,,,,,,,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.220947,27.73216,,,,,,10.69,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.220947,27.751607,14.47,,,,,10.98,19.16,,,,-10.43,,,-10.05,,,,,,,,,,,,,,,,,,,,,,
85.220947,27.771051,,-14.14,,,,,14.19,,,,,,,-14.48,,,,,-10.14,-27.3,,,,,,,,,-10.27,,,-14.13,,,-10.89,
85.220947,27.790491,-13.12,-54.23,-10.01,,,,12.16,,22.04,,,,10.05,,12.57,10.91,,14.1,-20.94,,,,,,,-10.44,,,-11.46,,-16.52,-17.85,,,-18.09,-13.2
85.220947,27.809927,-39.04,,,11.77,11.21,,,,,,,10.92,11.83,,20.43,14.85,,21.61,-11.05,,,-23.53,,-22.32,-16.22,,-11.02,,-10.75,,-21.19,-11.93,,,-15.32,
85.220947,27.82936,-49.82,,,,16.17,-11.3,17.39,25.97,24.72,,,,10.7,,,16.82,,,,,,-19.62,,-19.93,-18.45,,,,-15.23,,-21.25,-18.04,,,-28.75,
85.220947,27.84879,,,-24.07,-19.52,-17.81,-21.46,15.51,,,,,,,-16.52,,,-25.93,,,,-13.61,11.75,15.65,,,-15.96,-12.32,,-20.83,,-11.68,-13.77,,-12.52,,-13.58
85.220947,27.868216,,,-20.6,,,-20.85,20.03,18.6,29.24,16.29,17.79,20.71,,,,,,,,,,12.63,11.54,15.37,,,,,-19.17,,,,,-10.1,-29.88,
85.220947,27.887639,-60.81,,-26.54,-13.6,,-20.78,25.18,22.83,22.69,38.9,18.06,15.89,17.23,14.69,,22.84,,,,,15.5,31.63,10.85,17.43,12.0,13.36,13.65,13.1,,,10.03,,,,-23.75,
85.220947,27.907058,-77.96,,-50.5,-45.53,,-18.31,30.15,24.14,29.09,27.39,18.24,32.12,18.79,12.52,12.27,19.97,,13.46,,,17.87,23.69,,21.71,12.4,10.32,10.91,17.25,,,12.53,10.04,12.98,12.97,,
85.220947,27.926474,,,-61.8,-60.85,,-34.57,,22.78,36.42,23.98,15.89,15.82,,12.06,,,-28.13,,,,,,,,,,,,,,,,,,,
85.220947,27.945886,-78.41,,-63.85,-74.86,-68.41,-57.81,,,20.76,17.08,,,-18.44,26.74,-23.9,-14.24,-65.76,-29.3,,,,,,,,-11.63,,,,,,,,,,
85.220947,27.965294,,,,,,,-38.61,-47.95,-36.1,-35.39,,-36.67,-55.68,-44.61,-58.75,-19.46,,-37.69,,-38.05,,-14.57,-14.75,,,-22.49,,,-13.8,,,,,,-11.15,
85.220947,27.9847,,,,,,,-76.21,,-75.03,-73.29,,-68.63,-77.02,,-70.33,-44.49,,-38.86,-19.21,-52.34,,,-14.76,,,-12.87,,,-20.93,,,-10.85,,,-11.7,20.33
85.220947,28.004101,-86.81,,,,,,-73.02,-79.7,-78.21,-68.78,-75.98,-78.25,-79.9,,-70.99,-46.51,-73.61,-28.69,-13.63,-52.11,,,,,,,,,-10.62,,11.18,,,14.78,13.05,22.66
85.220947,28.0235,,,,,,,,,,,,,,,,-45.35,,-23.49,-18.09,-52.9,,,,,,,10.25,,,,,-14.37,,15.87,,24.65
85.220947,28.042894,,,,,,,,,,,,,,,,,,,-38.08,,-13.31,-17.04,,-22.11,,,-16.87,-16.15,,,,,,,,
85.220947,28.062286,,,,,,,,,,,,,,,,,,-25.69,-43.04,,-24.95,,,,-20.83,,,,,,,,-23.18,-34.47,,
85.24292,27.71271,,,,,,,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.24292,27.73216,,,,,,11.55,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.24292,27.751607,,,,,,,,,,657.05,,648.39,,,,,,,,,,,,,,,,,,,,,,,,
85.24292,27.771051,,,10.71,,,12.23,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.24292,27.790491,,-19.11,,11.5,,,17.68,,,,,,,,14.3,,,,-11.15,-29.5,,,,,,,,,,,,,,,,
85.24292,27.809927,,-60.39,10.44,11.45,10.05,,13.0,12.14,12.26,,,,18.89,15.05,13.92,13.69,,14.32,,-49.55,,10.76,24.06,11.98,,,,,,,-15.27,,,,,
85.24292,27.82936,-22.25,,,,,,10.8,,10.63,,,,,,,,,,,-44.65,14.05,,16.49,,,,,,-15.04,,-17.06,,,,-16.06,
85.24292,27.84879,-46.03,,-11.18,,,-12.55,15.65,,12.3,,,,,,,,,,,,,12.99,,,,-14.87,,,-14.05,,,,,,-33.93,
85.24292,27.868216,,,-30.76,-17.71,,-14.83,25.07,,21.42,19.55,16.62,,19.83,13.03,21.94,15.37,,,,,17.74,15.22,,12.08,,,,,-11.32,,,-13.73,,,,
85.24292,27.887639,-76.27,-56.62,-48.02,-37.19,-30.75,-25.74,30.37,22.19,31.28,31.27,18.57,20.06,18.4,27.01,16.82,25.27,,12.94,,12.45,14.04,16.15,,16.24,20.27,,17.32,13.47,,10.72,15.15,,,-11.32,-49.79,
85.24292,27.907058,-80.43,-62.67,-53.77,-42.05,,-20.65,,17.02,18.58,27.25,13.18,28.94,20.18,16.78,18.29,22.75,,,,,18.65,13.87,,17.56,15.09,,13.85,11.46,,,18.63,,15.43,11.0,,10.82
85.24292,27.926474,,,,,-24.17,-33.35,,11.67,26.44,20.07,,10.39,,,,,-26.1,-17.96,,,10.61,12.5,,,10.44,,,,-10.17,,,,12.55,12.84,,12.12
85.24292,27.945886,,,,,,-56.91,,,13.7,,-15.66,,-23.36,,-29.08,-13.24,,-37.08,,14.97,11.4,,20.02,11.66,22.34,11.09,19.74,16.47,,12.65,,,15.5,,15.79,17.52
85.24292,27.965294,,,,,,,-14.39,,,,-20.55,-25.86,-40.99,,,-20.15,,-32.36,19.76,,30.23,,22.97,25.73,21.9,,16.79,21.03,10.34,32.16,25.91,12.33,25.06,22.1,28.31,32.33
85.24292,27.9847,,,,,,,,,,-63.4,,,,,,-47.93,,-52.89,,,18.2,,,,10.18,13.11,,24.12,17.77,23.49,20.72,,14.66,16.98,23.46,26.93
85.24292,28.004101,,,,,,,-70.29,,-71.0,-76.05,,,,,,-59.15,,-49.37,-17.02,-61.78,,,-12.33,-10.73,,-15.63,,,-21.43,,,-18.34,,,,18.85
85.24292,28.0235,,,,,,,,,,,,,,,,,,,,,12.33,,,,,,18.09,,,10.68,,,21.4,41.21,15.6,30.81
85.264893,27.71271,,,,,,,11.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.264893,27.73216,,,,,,,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.264893,27.751607,11.78,,,,,,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.264893,27.771051,13.88,10.99,,,,11.39,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
